,epsilon,rho,alfa,Eta_re,Eta_ce,Gamma_re,Gamma_ce,Nu_re,Nu_ce,k_re,k_ce,labor_growth_N,labor_growth_S,lambda_S,sigma_utility,size_factor,β_T,CO2_base,CO2_Disaster,qsi,δ_S,S_0,Yre_N_0,Yce_N_0,Yre_S_0,Yce_S_0,region
0,3.0,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
1,3.777777778,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
2,4.555555556,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
3,5.333333333,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
4,6.1111111110000005,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
5,6.888888889,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
6,7.666666667,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
7,8.444444444,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
8,9.222222222000001,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
9,10.0,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
10,3.0,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
11,3.777777778,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
12,4.555555556,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
13,5.333333333,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
14,6.1111111110000005,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
15,6.888888889,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
16,7.666666667,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
17,8.444444444,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
18,9.222222222000001,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
19,10.0,0.0045,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
20,3.0,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
21,3.777777778,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
22,4.555555556,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
23,5.333333333,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
24,6.1111111110000005,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
25,6.888888889,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
26,7.666666667,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
27,8.444444444,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
28,9.222222222000001,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
29,10.0,0.008,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
30,3.0,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
31,3.777777778,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
32,4.555555556,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
33,5.333333333,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
34,6.1111111110000005,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
35,6.888888889,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
36,7.666666667,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
37,8.444444444,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
38,9.222222222000001,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
39,10.0,0.0115,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
40,3.0,0.015,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
41,3.777777778,0.015,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
42,4.555555556,0.015,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,4,3.643758919901376,375.9851171303969,3378.153355277443,0.11929230525476275,0.0034088159932070066,1830.889261468953,8.46526,61.65342,3.71644,23.2247,eurafrica
