year,climate_model,scenario,region,variable,value
1850,CESM2-WACCM,ssp126,america,co2mass,2223374500000000.0
1851,CESM2-WACCM,ssp126,america,co2mass,2224432300000000.0
1852,CESM2-WACCM,ssp126,america,co2mass,2225579700000000.0
1853,CESM2-WACCM,ssp126,america,co2mass,2226614000000000.0
1854,CESM2-WACCM,ssp126,america,co2mass,2227506300000000.0
1855,CESM2-WACCM,ssp126,america,co2mass,2228245800000000.0
1856,CESM2-WACCM,ssp126,america,co2mass,2229104500000000.0
1857,CESM2-WACCM,ssp126,america,co2mass,2230327000000000.0
1858,CESM2-WACCM,ssp126,america,co2mass,2231617900000000.0
1859,CESM2-WACCM,ssp126,america,co2mass,2233000200000000.0
1860,CESM2-WACCM,ssp126,america,co2mass,2234521800000000.0
1861,CESM2-WACCM,ssp126,america,co2mass,2236031800000000.0
1862,CESM2-WACCM,ssp126,america,co2mass,2237333200000000.0
1863,CESM2-WACCM,ssp126,america,co2mass,2238672100000000.0
1864,CESM2-WACCM,ssp126,america,co2mass,2240010500000000.0
1865,CESM2-WACCM,ssp126,america,co2mass,2241353800000000.0
1866,CESM2-WACCM,ssp126,america,co2mass,2242659700000000.0
1867,CESM2-WACCM,ssp126,america,co2mass,2244020600000000.0
1868,CESM2-WACCM,ssp126,america,co2mass,2245179800000000.0
1869,CESM2-WACCM,ssp126,america,co2mass,2246115800000000.0
1870,CESM2-WACCM,ssp126,america,co2mass,2247137200000000.0
1871,CESM2-WACCM,ssp126,america,co2mass,2248231200000000.0
1872,CESM2-WACCM,ssp126,america,co2mass,2249572700000000.0
1873,CESM2-WACCM,ssp126,america,co2mass,2251106700000000.0
1874,CESM2-WACCM,ssp126,america,co2mass,2252684300000000.0
1875,CESM2-WACCM,ssp126,america,co2mass,2254490600000000.0
1876,CESM2-WACCM,ssp126,america,co2mass,2256280800000000.0
1877,CESM2-WACCM,ssp126,america,co2mass,2258099200000000.0
1878,CESM2-WACCM,ssp126,america,co2mass,2259981000000000.0
1879,CESM2-WACCM,ssp126,america,co2mass,2261762000000000.0
1880,CESM2-WACCM,ssp126,america,co2mass,2263719000000000.0
1881,CESM2-WACCM,ssp126,america,co2mass,2265812400000000.0
1882,CESM2-WACCM,ssp126,america,co2mass,2268013900000000.0
1883,CESM2-WACCM,ssp126,america,co2mass,2269908700000000.0
1884,CESM2-WACCM,ssp126,america,co2mass,2271870000000000.0
1885,CESM2-WACCM,ssp126,america,co2mass,2274107000000000.0
1886,CESM2-WACCM,ssp126,america,co2mass,2276479000000000.0
1887,CESM2-WACCM,ssp126,america,co2mass,2278943500000000.0
1888,CESM2-WACCM,ssp126,america,co2mass,2281683700000000.0
1889,CESM2-WACCM,ssp126,america,co2mass,2284412800000000.0
1890,CESM2-WACCM,ssp126,america,co2mass,2287115500000000.0
1891,CESM2-WACCM,ssp126,america,co2mass,2289914200000000.0
1892,CESM2-WACCM,ssp126,america,co2mass,2292648000000000.0
1893,CESM2-WACCM,ssp126,america,co2mass,2295065200000000.0
1894,CESM2-WACCM,ssp126,america,co2mass,2297524000000000.0
1895,CESM2-WACCM,ssp126,america,co2mass,2299764400000000.0
1896,CESM2-WACCM,ssp126,america,co2mass,2302007700000000.0
1897,CESM2-WACCM,ssp126,america,co2mass,2304199200000000.0
1898,CESM2-WACCM,ssp126,america,co2mass,2306629000000000.0
1899,CESM2-WACCM,ssp126,america,co2mass,2309344000000000.0
1900,CESM2-WACCM,ssp126,america,co2mass,2312276200000000.0
1901,CESM2-WACCM,ssp126,america,co2mass,2314850200000000.0
1902,CESM2-WACCM,ssp126,america,co2mass,2317351500000000.0
1903,CESM2-WACCM,ssp126,america,co2mass,2319904300000000.0
1904,CESM2-WACCM,ssp126,america,co2mass,2322264700000000.0
1905,CESM2-WACCM,ssp126,america,co2mass,2324889400000000.0
1906,CESM2-WACCM,ssp126,america,co2mass,2327831700000000.0
1907,CESM2-WACCM,ssp126,america,co2mass,2331246200000000.0
1908,CESM2-WACCM,ssp126,america,co2mass,2334520600000000.0
1909,CESM2-WACCM,ssp126,america,co2mass,2337800000000000.0
1910,CESM2-WACCM,ssp126,america,co2mass,2341246300000000.0
1911,CESM2-WACCM,ssp126,america,co2mass,2344797400000000.0
1912,CESM2-WACCM,ssp126,america,co2mass,2348922700000000.0
1913,CESM2-WACCM,ssp126,america,co2mass,2353268100000000.0
1914,CESM2-WACCM,ssp126,america,co2mass,2357238300000000.0
1915,CESM2-WACCM,ssp126,america,co2mass,2361303000000000.0
1916,CESM2-WACCM,ssp126,america,co2mass,2365585300000000.0
1917,CESM2-WACCM,ssp126,america,co2mass,2369691000000000.0
1918,CESM2-WACCM,ssp126,america,co2mass,2373064200000000.0
1919,CESM2-WACCM,ssp126,america,co2mass,2375945800000000.0
1920,CESM2-WACCM,ssp126,america,co2mass,2379304800000000.0
1921,CESM2-WACCM,ssp126,america,co2mass,2382068300000000.0
1922,CESM2-WACCM,ssp126,america,co2mass,2384749000000000.0
1923,CESM2-WACCM,ssp126,america,co2mass,2387322000000000.0
1924,CESM2-WACCM,ssp126,america,co2mass,2390095300000000.0
1925,CESM2-WACCM,ssp126,america,co2mass,2391472200000000.0
1926,CESM2-WACCM,ssp126,america,co2mass,2392610000000000.0
1927,CESM2-WACCM,ssp126,america,co2mass,2394338500000000.0
1928,CESM2-WACCM,ssp126,america,co2mass,2395522600000000.0
1929,CESM2-WACCM,ssp126,america,co2mass,2396810500000000.0
1930,CESM2-WACCM,ssp126,america,co2mass,2397796500000000.0
1931,CESM2-WACCM,ssp126,america,co2mass,2399411000000000.0
1932,CESM2-WACCM,ssp126,america,co2mass,2401534000000000.0
1933,CESM2-WACCM,ssp126,america,co2mass,2403984700000000.0
1934,CESM2-WACCM,ssp126,america,co2mass,2406973500000000.0
1935,CESM2-WACCM,ssp126,america,co2mass,2410523800000000.0
1936,CESM2-WACCM,ssp126,america,co2mass,2416733800000000.0
1937,CESM2-WACCM,ssp126,america,co2mass,2422529600000000.0
1938,CESM2-WACCM,ssp126,america,co2mass,2426654000000000.0
1939,CESM2-WACCM,ssp126,america,co2mass,2431011600000000.0
1940,CESM2-WACCM,ssp126,america,co2mass,2434947200000000.0
1941,CESM2-WACCM,ssp126,america,co2mass,2438475000000000.0
1942,CESM2-WACCM,ssp126,america,co2mass,2441261600000000.0
1943,CESM2-WACCM,ssp126,america,co2mass,2442902000000000.0
1944,CESM2-WACCM,ssp126,america,co2mass,2443038300000000.0
1945,CESM2-WACCM,ssp126,america,co2mass,2442815800000000.0
1946,CESM2-WACCM,ssp126,america,co2mass,2442890400000000.0
1947,CESM2-WACCM,ssp126,america,co2mass,2443638800000000.0
1948,CESM2-WACCM,ssp126,america,co2mass,2443906700000000.0
1949,CESM2-WACCM,ssp126,america,co2mass,2444815600000000.0
1950,CESM2-WACCM,ssp126,america,co2mass,2446295500000000.0
1951,CESM2-WACCM,ssp126,america,co2mass,2447830400000000.0
1952,CESM2-WACCM,ssp126,america,co2mass,2450437800000000.0
1953,CESM2-WACCM,ssp126,america,co2mass,2453469700000000.0
1954,CESM2-WACCM,ssp126,america,co2mass,2456309800000000.0
1955,CESM2-WACCM,ssp126,america,co2mass,2458796300000000.0
1956,CESM2-WACCM,ssp126,america,co2mass,2461005000000000.0
1957,CESM2-WACCM,ssp126,america,co2mass,2463323000000000.0
1958,CESM2-WACCM,ssp126,america,co2mass,2466092000000000.0
1959,CESM2-WACCM,ssp126,america,co2mass,2469814200000000.0
1960,CESM2-WACCM,ssp126,america,co2mass,2476243300000000.0
1961,CESM2-WACCM,ssp126,america,co2mass,2481481800000000.0
1962,CESM2-WACCM,ssp126,america,co2mass,2487307000000000.0
1963,CESM2-WACCM,ssp126,america,co2mass,2492034200000000.0
1964,CESM2-WACCM,ssp126,america,co2mass,2497333700000000.0
1965,CESM2-WACCM,ssp126,america,co2mass,2501198000000000.0
1966,CESM2-WACCM,ssp126,america,co2mass,2509562800000000.0
1967,CESM2-WACCM,ssp126,america,co2mass,2514155500000000.0
1968,CESM2-WACCM,ssp126,america,co2mass,2521362700000000.0
1969,CESM2-WACCM,ssp126,america,co2mass,2528211800000000.0
1970,CESM2-WACCM,ssp126,america,co2mass,2540161800000000.0
1971,CESM2-WACCM,ssp126,america,co2mass,2544890800000000.0
1972,CESM2-WACCM,ssp126,america,co2mass,2560787000000000.0
1973,CESM2-WACCM,ssp126,america,co2mass,2580441000000000.0
1974,CESM2-WACCM,ssp126,america,co2mass,2586517600000000.0
1975,CESM2-WACCM,ssp126,america,co2mass,2587127000000000.0
1976,CESM2-WACCM,ssp126,america,co2mass,2593116800000000.0
1977,CESM2-WACCM,ssp126,america,co2mass,2607438400000000.0
1978,CESM2-WACCM,ssp126,america,co2mass,2620232600000000.0
1979,CESM2-WACCM,ssp126,america,co2mass,2632870000000000.0
1980,CESM2-WACCM,ssp126,america,co2mass,2649295800000000.0
1981,CESM2-WACCM,ssp126,america,co2mass,2659461700000000.0
1982,CESM2-WACCM,ssp126,america,co2mass,2664134700000000.0
1983,CESM2-WACCM,ssp126,america,co2mass,2677138500000000.0
1984,CESM2-WACCM,ssp126,america,co2mass,2690591700000000.0
1985,CESM2-WACCM,ssp126,america,co2mass,2701957200000000.0
1986,CESM2-WACCM,ssp126,america,co2mass,2713269000000000.0
1987,CESM2-WACCM,ssp126,america,co2mass,2728179000000000.0
1988,CESM2-WACCM,ssp126,america,co2mass,2747720400000000.0
1989,CESM2-WACCM,ssp126,america,co2mass,2759994600000000.0
1990,CESM2-WACCM,ssp126,america,co2mass,2769236300000000.0
1991,CESM2-WACCM,ssp126,america,co2mass,2779215000000000.0
1992,CESM2-WACCM,ssp126,america,co2mass,2785927000000000.0
1993,CESM2-WACCM,ssp126,america,co2mass,2791433200000000.0
1994,CESM2-WACCM,ssp126,america,co2mass,2802160100000000.0
1995,CESM2-WACCM,ssp126,america,co2mass,2817679700000000.0
1996,CESM2-WACCM,ssp126,america,co2mass,2831339300000000.0
1997,CESM2-WACCM,ssp126,america,co2mass,2841157400000000.0
1998,CESM2-WACCM,ssp126,america,co2mass,2862620000000000.0
1999,CESM2-WACCM,ssp126,america,co2mass,2876858000000000.0
2000,CESM2-WACCM,ssp126,america,co2mass,2887014500000000.0
2001,CESM2-WACCM,ssp126,america,co2mass,2899227200000000.0
2002,CESM2-WACCM,ssp126,america,co2mass,2916375000000000.0
2003,CESM2-WACCM,ssp126,america,co2mass,2936386700000000.0
2004,CESM2-WACCM,ssp126,america,co2mass,2948529700000000.0
2005,CESM2-WACCM,ssp126,america,co2mass,2963757000000000.0
2006,CESM2-WACCM,ssp126,america,co2mass,2980069200000000.0
2007,CESM2-WACCM,ssp126,america,co2mass,2992526000000000.0
2008,CESM2-WACCM,ssp126,america,co2mass,3009316000000000.0
2009,CESM2-WACCM,ssp126,america,co2mass,3021214200000000.0
2010,CESM2-WACCM,ssp126,america,co2mass,3040688700000000.0
2011,CESM2-WACCM,ssp126,america,co2mass,3057757700000000.0
2012,CESM2-WACCM,ssp126,america,co2mass,3074164700000000.0
2013,CESM2-WACCM,ssp126,america,co2mass,3095405700000000.0
2014,CESM2-WACCM,ssp126,america,co2mass,3109041200000000.0
2015,CESM2-WACCM,ssp126,america,co2mass,3128661100000000.0
2016,CESM2-WACCM,ssp126,america,co2mass,3153251000000000.0
2017,CESM2-WACCM,ssp126,america,co2mass,3173858700000000.0
2018,CESM2-WACCM,ssp126,america,co2mass,3196103000000000.0
2019,CESM2-WACCM,ssp126,america,co2mass,3218180600000000.0
2020,CESM2-WACCM,ssp126,america,co2mass,3240195300000000.0
2021,CESM2-WACCM,ssp126,america,co2mass,3262162700000000.0
2022,CESM2-WACCM,ssp126,america,co2mass,3283777000000000.0
2023,CESM2-WACCM,ssp126,america,co2mass,3304788400000000.0
2024,CESM2-WACCM,ssp126,america,co2mass,3325261700000000.0
2025,CESM2-WACCM,ssp126,america,co2mass,3345212600000000.0
2026,CESM2-WACCM,ssp126,america,co2mass,3364680300000000.0
2027,CESM2-WACCM,ssp126,america,co2mass,3383679000000000.0
2028,CESM2-WACCM,ssp126,america,co2mass,3402241200000000.0
2029,CESM2-WACCM,ssp126,america,co2mass,3420373200000000.0
2030,CESM2-WACCM,ssp126,america,co2mass,3438100000000000.0
2031,CESM2-WACCM,ssp126,america,co2mass,3455417200000000.0
2032,CESM2-WACCM,ssp126,america,co2mass,3472187000000000.0
2033,CESM2-WACCM,ssp126,america,co2mass,3488276000000000.0
2034,CESM2-WACCM,ssp126,america,co2mass,3503724800000000.0
2035,CESM2-WACCM,ssp126,america,co2mass,3518532800000000.0
2036,CESM2-WACCM,ssp126,america,co2mass,3532731700000000.0
2037,CESM2-WACCM,ssp126,america,co2mass,3546320400000000.0
2038,CESM2-WACCM,ssp126,america,co2mass,3559324500000000.0
2039,CESM2-WACCM,ssp126,america,co2mass,3571748800000000.0
2040,CESM2-WACCM,ssp126,america,co2mass,3583587600000000.0
2041,CESM2-WACCM,ssp126,america,co2mass,3594871500000000.0
2042,CESM2-WACCM,ssp126,america,co2mass,3605575400000000.0
2043,CESM2-WACCM,ssp126,america,co2mass,3615685000000000.0
2044,CESM2-WACCM,ssp126,america,co2mass,3625208200000000.0
2045,CESM2-WACCM,ssp126,america,co2mass,3634153300000000.0
2046,CESM2-WACCM,ssp126,america,co2mass,3642511000000000.0
2047,CESM2-WACCM,ssp126,america,co2mass,3650291600000000.0
2048,CESM2-WACCM,ssp126,america,co2mass,3657500700000000.0
2049,CESM2-WACCM,ssp126,america,co2mass,3664139000000000.0
2050,CESM2-WACCM,ssp126,america,co2mass,3670215200000000.0
2051,CESM2-WACCM,ssp126,america,co2mass,3675737000000000.0
2052,CESM2-WACCM,ssp126,america,co2mass,3680752600000000.0
2053,CESM2-WACCM,ssp126,america,co2mass,3685324300000000.0
2054,CESM2-WACCM,ssp126,america,co2mass,3689441600000000.0
2055,CESM2-WACCM,ssp126,america,co2mass,3693113800000000.0
2056,CESM2-WACCM,ssp126,america,co2mass,3696332300000000.0
2057,CESM2-WACCM,ssp126,america,co2mass,3699105800000000.0
2058,CESM2-WACCM,ssp126,america,co2mass,3701432000000000.0
2059,CESM2-WACCM,ssp126,america,co2mass,3703305800000000.0
2060,CESM2-WACCM,ssp126,america,co2mass,3704741000000000.0
2061,CESM2-WACCM,ssp126,america,co2mass,3705724400000000.0
2062,CESM2-WACCM,ssp126,america,co2mass,3706344000000000.0
2063,CESM2-WACCM,ssp126,america,co2mass,3706643500000000.0
2064,CESM2-WACCM,ssp126,america,co2mass,3706629800000000.0
2065,CESM2-WACCM,ssp126,america,co2mass,3706287500000000.0
2066,CESM2-WACCM,ssp126,america,co2mass,3705616400000000.0
2067,CESM2-WACCM,ssp126,america,co2mass,3704616800000000.0
2068,CESM2-WACCM,ssp126,america,co2mass,3703281000000000.0
2069,CESM2-WACCM,ssp126,america,co2mass,3701601200000000.0
2070,CESM2-WACCM,ssp126,america,co2mass,3699593300000000.0
2071,CESM2-WACCM,ssp126,america,co2mass,3697238800000000.0
2072,CESM2-WACCM,ssp126,america,co2mass,3694458700000000.0
2073,CESM2-WACCM,ssp126,america,co2mass,3691176200000000.0
2074,CESM2-WACCM,ssp126,america,co2mass,3687402000000000.0
2075,CESM2-WACCM,ssp126,america,co2mass,3683135000000000.0
2076,CESM2-WACCM,ssp126,america,co2mass,3678391500000000.0
2077,CESM2-WACCM,ssp126,america,co2mass,3673170700000000.0
2078,CESM2-WACCM,ssp126,america,co2mass,3667465900000000.0
2079,CESM2-WACCM,ssp126,america,co2mass,3661299600000000.0
2080,CESM2-WACCM,ssp126,america,co2mass,3654663600000000.0
2081,CESM2-WACCM,ssp126,america,co2mass,3647561000000000.0
2082,CESM2-WACCM,ssp126,america,co2mass,3640137500000000.0
2083,CESM2-WACCM,ssp126,america,co2mass,3632504300000000.0
2084,CESM2-WACCM,ssp126,america,co2mass,3624651000000000.0
2085,CESM2-WACCM,ssp126,america,co2mass,3616579600000000.0
2086,CESM2-WACCM,ssp126,america,co2mass,3608272000000000.0
2087,CESM2-WACCM,ssp126,america,co2mass,3599731000000000.0
2088,CESM2-WACCM,ssp126,america,co2mass,3590962800000000.0
2089,CESM2-WACCM,ssp126,america,co2mass,3581952000000000.0
2090,CESM2-WACCM,ssp126,america,co2mass,3572714000000000.0
2091,CESM2-WACCM,ssp126,america,co2mass,3563237200000000.0
2092,CESM2-WACCM,ssp126,america,co2mass,3553774900000000.0
2093,CESM2-WACCM,ssp126,america,co2mass,3544532600000000.0
2094,CESM2-WACCM,ssp126,america,co2mass,3535476400000000.0
2095,CESM2-WACCM,ssp126,america,co2mass,3526601000000000.0
2096,CESM2-WACCM,ssp126,america,co2mass,3517887500000000.0
2097,CESM2-WACCM,ssp126,america,co2mass,3509315500000000.0
2098,CESM2-WACCM,ssp126,america,co2mass,3500891500000000.0
2099,CESM2-WACCM,ssp126,america,co2mass,3492591200000000.0
2100,CESM2-WACCM,ssp126,america,co2mass,3484408200000000.0
1850,CESM2-WACCM,ssp126,eurafrica,co2mass,2223374500000000.0
1851,CESM2-WACCM,ssp126,eurafrica,co2mass,2224432300000000.0
1852,CESM2-WACCM,ssp126,eurafrica,co2mass,2225579700000000.0
1853,CESM2-WACCM,ssp126,eurafrica,co2mass,2226614000000000.0
1854,CESM2-WACCM,ssp126,eurafrica,co2mass,2227506300000000.0
1855,CESM2-WACCM,ssp126,eurafrica,co2mass,2228245800000000.0
1856,CESM2-WACCM,ssp126,eurafrica,co2mass,2229104500000000.0
1857,CESM2-WACCM,ssp126,eurafrica,co2mass,2230327000000000.0
1858,CESM2-WACCM,ssp126,eurafrica,co2mass,2231617900000000.0
1859,CESM2-WACCM,ssp126,eurafrica,co2mass,2233000200000000.0
1860,CESM2-WACCM,ssp126,eurafrica,co2mass,2234521800000000.0
1861,CESM2-WACCM,ssp126,eurafrica,co2mass,2236031800000000.0
1862,CESM2-WACCM,ssp126,eurafrica,co2mass,2237333200000000.0
1863,CESM2-WACCM,ssp126,eurafrica,co2mass,2238672100000000.0
1864,CESM2-WACCM,ssp126,eurafrica,co2mass,2240010500000000.0
1865,CESM2-WACCM,ssp126,eurafrica,co2mass,2241353800000000.0
1866,CESM2-WACCM,ssp126,eurafrica,co2mass,2242659700000000.0
1867,CESM2-WACCM,ssp126,eurafrica,co2mass,2244020600000000.0
1868,CESM2-WACCM,ssp126,eurafrica,co2mass,2245179800000000.0
1869,CESM2-WACCM,ssp126,eurafrica,co2mass,2246115800000000.0
1870,CESM2-WACCM,ssp126,eurafrica,co2mass,2247137200000000.0
1871,CESM2-WACCM,ssp126,eurafrica,co2mass,2248231200000000.0
1872,CESM2-WACCM,ssp126,eurafrica,co2mass,2249572700000000.0
1873,CESM2-WACCM,ssp126,eurafrica,co2mass,2251106700000000.0
1874,CESM2-WACCM,ssp126,eurafrica,co2mass,2252684300000000.0
1875,CESM2-WACCM,ssp126,eurafrica,co2mass,2254490600000000.0
1876,CESM2-WACCM,ssp126,eurafrica,co2mass,2256280800000000.0
1877,CESM2-WACCM,ssp126,eurafrica,co2mass,2258099200000000.0
1878,CESM2-WACCM,ssp126,eurafrica,co2mass,2259981000000000.0
1879,CESM2-WACCM,ssp126,eurafrica,co2mass,2261762000000000.0
1880,CESM2-WACCM,ssp126,eurafrica,co2mass,2263719000000000.0
1881,CESM2-WACCM,ssp126,eurafrica,co2mass,2265812400000000.0
1882,CESM2-WACCM,ssp126,eurafrica,co2mass,2268013900000000.0
1883,CESM2-WACCM,ssp126,eurafrica,co2mass,2269908700000000.0
1884,CESM2-WACCM,ssp126,eurafrica,co2mass,2271870000000000.0
1885,CESM2-WACCM,ssp126,eurafrica,co2mass,2274107000000000.0
1886,CESM2-WACCM,ssp126,eurafrica,co2mass,2276479000000000.0
1887,CESM2-WACCM,ssp126,eurafrica,co2mass,2278943500000000.0
1888,CESM2-WACCM,ssp126,eurafrica,co2mass,2281683700000000.0
1889,CESM2-WACCM,ssp126,eurafrica,co2mass,2284412800000000.0
1890,CESM2-WACCM,ssp126,eurafrica,co2mass,2287115500000000.0
1891,CESM2-WACCM,ssp126,eurafrica,co2mass,2289914200000000.0
1892,CESM2-WACCM,ssp126,eurafrica,co2mass,2292648000000000.0
1893,CESM2-WACCM,ssp126,eurafrica,co2mass,2295065200000000.0
1894,CESM2-WACCM,ssp126,eurafrica,co2mass,2297524000000000.0
1895,CESM2-WACCM,ssp126,eurafrica,co2mass,2299764400000000.0
1896,CESM2-WACCM,ssp126,eurafrica,co2mass,2302007700000000.0
1897,CESM2-WACCM,ssp126,eurafrica,co2mass,2304199200000000.0
1898,CESM2-WACCM,ssp126,eurafrica,co2mass,2306629000000000.0
1899,CESM2-WACCM,ssp126,eurafrica,co2mass,2309344000000000.0
1900,CESM2-WACCM,ssp126,eurafrica,co2mass,2312276200000000.0
1901,CESM2-WACCM,ssp126,eurafrica,co2mass,2314850200000000.0
1902,CESM2-WACCM,ssp126,eurafrica,co2mass,2317351500000000.0
1903,CESM2-WACCM,ssp126,eurafrica,co2mass,2319904300000000.0
1904,CESM2-WACCM,ssp126,eurafrica,co2mass,2322264700000000.0
1905,CESM2-WACCM,ssp126,eurafrica,co2mass,2324889400000000.0
1906,CESM2-WACCM,ssp126,eurafrica,co2mass,2327831700000000.0
1907,CESM2-WACCM,ssp126,eurafrica,co2mass,2331246200000000.0
1908,CESM2-WACCM,ssp126,eurafrica,co2mass,2334520600000000.0
1909,CESM2-WACCM,ssp126,eurafrica,co2mass,2337800000000000.0
1910,CESM2-WACCM,ssp126,eurafrica,co2mass,2341246300000000.0
1911,CESM2-WACCM,ssp126,eurafrica,co2mass,2344797400000000.0
1912,CESM2-WACCM,ssp126,eurafrica,co2mass,2348922700000000.0
1913,CESM2-WACCM,ssp126,eurafrica,co2mass,2353268100000000.0
1914,CESM2-WACCM,ssp126,eurafrica,co2mass,2357238300000000.0
1915,CESM2-WACCM,ssp126,eurafrica,co2mass,2361303000000000.0
1916,CESM2-WACCM,ssp126,eurafrica,co2mass,2365585300000000.0
1917,CESM2-WACCM,ssp126,eurafrica,co2mass,2369691000000000.0
1918,CESM2-WACCM,ssp126,eurafrica,co2mass,2373064200000000.0
1919,CESM2-WACCM,ssp126,eurafrica,co2mass,2375945800000000.0
1920,CESM2-WACCM,ssp126,eurafrica,co2mass,2379304800000000.0
1921,CESM2-WACCM,ssp126,eurafrica,co2mass,2382068300000000.0
1922,CESM2-WACCM,ssp126,eurafrica,co2mass,2384749000000000.0
1923,CESM2-WACCM,ssp126,eurafrica,co2mass,2387322000000000.0
1924,CESM2-WACCM,ssp126,eurafrica,co2mass,2390095300000000.0
1925,CESM2-WACCM,ssp126,eurafrica,co2mass,2391472200000000.0
1926,CESM2-WACCM,ssp126,eurafrica,co2mass,2392610000000000.0
1927,CESM2-WACCM,ssp126,eurafrica,co2mass,2394338500000000.0
1928,CESM2-WACCM,ssp126,eurafrica,co2mass,2395522600000000.0
1929,CESM2-WACCM,ssp126,eurafrica,co2mass,2396810500000000.0
1930,CESM2-WACCM,ssp126,eurafrica,co2mass,2397796500000000.0
1931,CESM2-WACCM,ssp126,eurafrica,co2mass,2399411000000000.0
1932,CESM2-WACCM,ssp126,eurafrica,co2mass,2401534000000000.0
1933,CESM2-WACCM,ssp126,eurafrica,co2mass,2403984700000000.0
1934,CESM2-WACCM,ssp126,eurafrica,co2mass,2406973500000000.0
1935,CESM2-WACCM,ssp126,eurafrica,co2mass,2410523800000000.0
1936,CESM2-WACCM,ssp126,eurafrica,co2mass,2416733800000000.0
1937,CESM2-WACCM,ssp126,eurafrica,co2mass,2422529600000000.0
1938,CESM2-WACCM,ssp126,eurafrica,co2mass,2426654000000000.0
1939,CESM2-WACCM,ssp126,eurafrica,co2mass,2431011600000000.0
1940,CESM2-WACCM,ssp126,eurafrica,co2mass,2434947200000000.0
1941,CESM2-WACCM,ssp126,eurafrica,co2mass,2438475000000000.0
1942,CESM2-WACCM,ssp126,eurafrica,co2mass,2441261600000000.0
1943,CESM2-WACCM,ssp126,eurafrica,co2mass,2442902000000000.0
1944,CESM2-WACCM,ssp126,eurafrica,co2mass,2443038300000000.0
1945,CESM2-WACCM,ssp126,eurafrica,co2mass,2442815800000000.0
1946,CESM2-WACCM,ssp126,eurafrica,co2mass,2442890400000000.0
1947,CESM2-WACCM,ssp126,eurafrica,co2mass,2443638800000000.0
1948,CESM2-WACCM,ssp126,eurafrica,co2mass,2443906700000000.0
1949,CESM2-WACCM,ssp126,eurafrica,co2mass,2444815600000000.0
1950,CESM2-WACCM,ssp126,eurafrica,co2mass,2446295500000000.0
1951,CESM2-WACCM,ssp126,eurafrica,co2mass,2447830400000000.0
1952,CESM2-WACCM,ssp126,eurafrica,co2mass,2450437800000000.0
1953,CESM2-WACCM,ssp126,eurafrica,co2mass,2453469700000000.0
1954,CESM2-WACCM,ssp126,eurafrica,co2mass,2456309800000000.0
1955,CESM2-WACCM,ssp126,eurafrica,co2mass,2458796300000000.0
1956,CESM2-WACCM,ssp126,eurafrica,co2mass,2461005000000000.0
1957,CESM2-WACCM,ssp126,eurafrica,co2mass,2463323000000000.0
1958,CESM2-WACCM,ssp126,eurafrica,co2mass,2466092000000000.0
1959,CESM2-WACCM,ssp126,eurafrica,co2mass,2469814200000000.0
1960,CESM2-WACCM,ssp126,eurafrica,co2mass,2476243300000000.0
1961,CESM2-WACCM,ssp126,eurafrica,co2mass,2481481800000000.0
1962,CESM2-WACCM,ssp126,eurafrica,co2mass,2487307000000000.0
1963,CESM2-WACCM,ssp126,eurafrica,co2mass,2492034200000000.0
1964,CESM2-WACCM,ssp126,eurafrica,co2mass,2497333700000000.0
1965,CESM2-WACCM,ssp126,eurafrica,co2mass,2501198000000000.0
1966,CESM2-WACCM,ssp126,eurafrica,co2mass,2509562800000000.0
1967,CESM2-WACCM,ssp126,eurafrica,co2mass,2514155500000000.0
1968,CESM2-WACCM,ssp126,eurafrica,co2mass,2521362700000000.0
1969,CESM2-WACCM,ssp126,eurafrica,co2mass,2528211800000000.0
1970,CESM2-WACCM,ssp126,eurafrica,co2mass,2540161800000000.0
1971,CESM2-WACCM,ssp126,eurafrica,co2mass,2544890800000000.0
1972,CESM2-WACCM,ssp126,eurafrica,co2mass,2560787000000000.0
1973,CESM2-WACCM,ssp126,eurafrica,co2mass,2580441000000000.0
1974,CESM2-WACCM,ssp126,eurafrica,co2mass,2586517600000000.0
1975,CESM2-WACCM,ssp126,eurafrica,co2mass,2587127000000000.0
1976,CESM2-WACCM,ssp126,eurafrica,co2mass,2593116800000000.0
1977,CESM2-WACCM,ssp126,eurafrica,co2mass,2607438400000000.0
1978,CESM2-WACCM,ssp126,eurafrica,co2mass,2620232600000000.0
1979,CESM2-WACCM,ssp126,eurafrica,co2mass,2632870000000000.0
1980,CESM2-WACCM,ssp126,eurafrica,co2mass,2649295800000000.0
1981,CESM2-WACCM,ssp126,eurafrica,co2mass,2659461700000000.0
1982,CESM2-WACCM,ssp126,eurafrica,co2mass,2664134700000000.0
1983,CESM2-WACCM,ssp126,eurafrica,co2mass,2677138500000000.0
1984,CESM2-WACCM,ssp126,eurafrica,co2mass,2690591700000000.0
1985,CESM2-WACCM,ssp126,eurafrica,co2mass,2701957200000000.0
1986,CESM2-WACCM,ssp126,eurafrica,co2mass,2713269000000000.0
1987,CESM2-WACCM,ssp126,eurafrica,co2mass,2728179000000000.0
1988,CESM2-WACCM,ssp126,eurafrica,co2mass,2747720400000000.0
1989,CESM2-WACCM,ssp126,eurafrica,co2mass,2759994600000000.0
1990,CESM2-WACCM,ssp126,eurafrica,co2mass,2769236300000000.0
1991,CESM2-WACCM,ssp126,eurafrica,co2mass,2779215000000000.0
1992,CESM2-WACCM,ssp126,eurafrica,co2mass,2785927000000000.0
