year,climate_model,scenario,region,variable,value
1870,GFDL-ESM4,ssp126,asia,co2mass,2235138200000000.0
1871,GFDL-ESM4,ssp126,asia,co2mass,2238364200000000.0
1872,GFDL-ESM4,ssp126,asia,co2mass,2242870600000000.0
1873,GFDL-ESM4,ssp126,asia,co2mass,2244672700000000.0
1874,GFDL-ESM4,ssp126,asia,co2mass,2244298700000000.0
1875,GFDL-ESM4,ssp126,asia,co2mass,2246442900000000.0
1876,GFDL-ESM4,ssp126,asia,co2mass,2244596500000000.0
1877,GFDL-ESM4,ssp126,asia,co2mass,2245639800000000.0
1878,GFDL-ESM4,ssp126,asia,co2mass,2246878900000000.0
1879,GFDL-ESM4,ssp126,asia,co2mass,2249916300000000.0
1880,GFDL-ESM4,ssp126,asia,co2mass,2254036100000000.0
1881,GFDL-ESM4,ssp126,asia,co2mass,2254706400000000.0
1882,GFDL-ESM4,ssp126,asia,co2mass,2252464700000000.0
1883,GFDL-ESM4,ssp126,asia,co2mass,2256193800000000.0
1884,GFDL-ESM4,ssp126,asia,co2mass,2261198800000000.0
1885,GFDL-ESM4,ssp126,asia,co2mass,2260552700000000.0
1886,GFDL-ESM4,ssp126,asia,co2mass,2259840800000000.0
1887,GFDL-ESM4,ssp126,asia,co2mass,2260127000000000.0
1888,GFDL-ESM4,ssp126,asia,co2mass,2266773400000000.0
1889,GFDL-ESM4,ssp126,asia,co2mass,2273044300000000.0
1890,GFDL-ESM4,ssp126,asia,co2mass,2273821500000000.0
1891,GFDL-ESM4,ssp126,asia,co2mass,2275384800000000.0
1892,GFDL-ESM4,ssp126,asia,co2mass,2278566900000000.0
1893,GFDL-ESM4,ssp126,asia,co2mass,2284067000000000.0
1894,GFDL-ESM4,ssp126,asia,co2mass,2286147500000000.0
1895,GFDL-ESM4,ssp126,asia,co2mass,2287849000000000.0
1896,GFDL-ESM4,ssp126,asia,co2mass,2292326300000000.0
1897,GFDL-ESM4,ssp126,asia,co2mass,2292120700000000.0
1898,GFDL-ESM4,ssp126,asia,co2mass,2291934000000000.0
1899,GFDL-ESM4,ssp126,asia,co2mass,2297712200000000.0
1900,GFDL-ESM4,ssp126,asia,co2mass,2306340800000000.0
1901,GFDL-ESM4,ssp126,asia,co2mass,2307550600000000.0
1902,GFDL-ESM4,ssp126,asia,co2mass,2301897000000000.0
1903,GFDL-ESM4,ssp126,asia,co2mass,2302125300000000.0
1904,GFDL-ESM4,ssp126,asia,co2mass,2310197400000000.0
1905,GFDL-ESM4,ssp126,asia,co2mass,2315780600000000.0
1906,GFDL-ESM4,ssp126,asia,co2mass,2313817300000000.0
1907,GFDL-ESM4,ssp126,asia,co2mass,2314349600000000.0
1908,GFDL-ESM4,ssp126,asia,co2mass,2317576400000000.0
1909,GFDL-ESM4,ssp126,asia,co2mass,2325163800000000.0
1910,GFDL-ESM4,ssp126,asia,co2mass,2328010500000000.0
1911,GFDL-ESM4,ssp126,asia,co2mass,2333098400000000.0
1912,GFDL-ESM4,ssp126,asia,co2mass,2331933400000000.0
1913,GFDL-ESM4,ssp126,asia,co2mass,2333199400000000.0
1914,GFDL-ESM4,ssp126,asia,co2mass,2335696400000000.0
1915,GFDL-ESM4,ssp126,asia,co2mass,2344626400000000.0
1916,GFDL-ESM4,ssp126,asia,co2mass,2347875800000000.0
1917,GFDL-ESM4,ssp126,asia,co2mass,2354353200000000.0
1918,GFDL-ESM4,ssp126,asia,co2mass,2356990500000000.0
1919,GFDL-ESM4,ssp126,asia,co2mass,2365526500000000.0
1920,GFDL-ESM4,ssp126,asia,co2mass,2367087700000000.0
1921,GFDL-ESM4,ssp126,asia,co2mass,2362556000000000.0
1922,GFDL-ESM4,ssp126,asia,co2mass,2367405600000000.0
1923,GFDL-ESM4,ssp126,asia,co2mass,2377436000000000.0
1924,GFDL-ESM4,ssp126,asia,co2mass,2375223000000000.0
1925,GFDL-ESM4,ssp126,asia,co2mass,2371944000000000.0
1926,GFDL-ESM4,ssp126,asia,co2mass,2375969000000000.0
1927,GFDL-ESM4,ssp126,asia,co2mass,2379594400000000.0
1928,GFDL-ESM4,ssp126,asia,co2mass,2389472600000000.0
1929,GFDL-ESM4,ssp126,asia,co2mass,2389286000000000.0
1930,GFDL-ESM4,ssp126,asia,co2mass,2389275300000000.0
1931,GFDL-ESM4,ssp126,asia,co2mass,2390228000000000.0
1932,GFDL-ESM4,ssp126,asia,co2mass,2397241000000000.0
1933,GFDL-ESM4,ssp126,asia,co2mass,2398782000000000.0
1934,GFDL-ESM4,ssp126,asia,co2mass,2393913800000000.0
1935,GFDL-ESM4,ssp126,asia,co2mass,2394277600000000.0
1936,GFDL-ESM4,ssp126,asia,co2mass,2396408000000000.0
1937,GFDL-ESM4,ssp126,asia,co2mass,2402292200000000.0
1938,GFDL-ESM4,ssp126,asia,co2mass,2407343000000000.0
1939,GFDL-ESM4,ssp126,asia,co2mass,2413711200000000.0
1940,GFDL-ESM4,ssp126,asia,co2mass,2421487500000000.0
1941,GFDL-ESM4,ssp126,asia,co2mass,2421839700000000.0
1942,GFDL-ESM4,ssp126,asia,co2mass,2421131900000000.0
1943,GFDL-ESM4,ssp126,asia,co2mass,2429833500000000.0
1944,GFDL-ESM4,ssp126,asia,co2mass,2434914000000000.0
1945,GFDL-ESM4,ssp126,asia,co2mass,2431271700000000.0
1946,GFDL-ESM4,ssp126,asia,co2mass,2428151000000000.0
1947,GFDL-ESM4,ssp126,asia,co2mass,2435049700000000.0
1948,GFDL-ESM4,ssp126,asia,co2mass,2436906200000000.0
1949,GFDL-ESM4,ssp126,asia,co2mass,2432809000000000.0
1950,GFDL-ESM4,ssp126,asia,co2mass,2438214500000000.0
1951,GFDL-ESM4,ssp126,asia,co2mass,2437058700000000.0
1952,GFDL-ESM4,ssp126,asia,co2mass,2435600000000000.0
1953,GFDL-ESM4,ssp126,asia,co2mass,2442616600000000.0
1954,GFDL-ESM4,ssp126,asia,co2mass,2443991500000000.0
1955,GFDL-ESM4,ssp126,asia,co2mass,2445818800000000.0
1956,GFDL-ESM4,ssp126,asia,co2mass,2445042500000000.0
1957,GFDL-ESM4,ssp126,asia,co2mass,2447902700000000.0
1958,GFDL-ESM4,ssp126,asia,co2mass,2455554700000000.0
1959,GFDL-ESM4,ssp126,asia,co2mass,2458066400000000.0
1960,GFDL-ESM4,ssp126,asia,co2mass,2457941000000000.0
1961,GFDL-ESM4,ssp126,asia,co2mass,2460655200000000.0
1962,GFDL-ESM4,ssp126,asia,co2mass,2466303000000000.0
1963,GFDL-ESM4,ssp126,asia,co2mass,2473992700000000.0
1964,GFDL-ESM4,ssp126,asia,co2mass,2473047300000000.0
1965,GFDL-ESM4,ssp126,asia,co2mass,2476571300000000.0
1966,GFDL-ESM4,ssp126,asia,co2mass,2482873600000000.0
1967,GFDL-ESM4,ssp126,asia,co2mass,2497678400000000.0
1968,GFDL-ESM4,ssp126,asia,co2mass,2499273700000000.0
1969,GFDL-ESM4,ssp126,asia,co2mass,2500611800000000.0
1970,GFDL-ESM4,ssp126,asia,co2mass,2510218600000000.0
1971,GFDL-ESM4,ssp126,asia,co2mass,2516891600000000.0
1972,GFDL-ESM4,ssp126,asia,co2mass,2530012800000000.0
1973,GFDL-ESM4,ssp126,asia,co2mass,2540411100000000.0
1974,GFDL-ESM4,ssp126,asia,co2mass,2550650300000000.0
1975,GFDL-ESM4,ssp126,asia,co2mass,2559303000000000.0
1976,GFDL-ESM4,ssp126,asia,co2mass,2568244700000000.0
1977,GFDL-ESM4,ssp126,asia,co2mass,2576909200000000.0
1978,GFDL-ESM4,ssp126,asia,co2mass,2584527200000000.0
1979,GFDL-ESM4,ssp126,asia,co2mass,2593416700000000.0
1980,GFDL-ESM4,ssp126,asia,co2mass,2603644000000000.0
1981,GFDL-ESM4,ssp126,asia,co2mass,2620883800000000.0
1982,GFDL-ESM4,ssp126,asia,co2mass,2639774700000000.0
1983,GFDL-ESM4,ssp126,asia,co2mass,2642773400000000.0
1984,GFDL-ESM4,ssp126,asia,co2mass,2648817200000000.0
1985,GFDL-ESM4,ssp126,asia,co2mass,2660456600000000.0
1986,GFDL-ESM4,ssp126,asia,co2mass,2673210000000000.0
1987,GFDL-ESM4,ssp126,asia,co2mass,2686999200000000.0
1988,GFDL-ESM4,ssp126,asia,co2mass,2698268400000000.0
1989,GFDL-ESM4,ssp126,asia,co2mass,2711672400000000.0
1990,GFDL-ESM4,ssp126,asia,co2mass,2730877000000000.0
1991,GFDL-ESM4,ssp126,asia,co2mass,2743272700000000.0
1992,GFDL-ESM4,ssp126,asia,co2mass,2748056700000000.0
1993,GFDL-ESM4,ssp126,asia,co2mass,2751818600000000.0
1994,GFDL-ESM4,ssp126,asia,co2mass,2768481000000000.0
1995,GFDL-ESM4,ssp126,asia,co2mass,2777648800000000.0
1996,GFDL-ESM4,ssp126,asia,co2mass,2785277200000000.0
1997,GFDL-ESM4,ssp126,asia,co2mass,2794387000000000.0
1998,GFDL-ESM4,ssp126,asia,co2mass,2808242600000000.0
1999,GFDL-ESM4,ssp126,asia,co2mass,2825842300000000.0
2000,GFDL-ESM4,ssp126,asia,co2mass,2844772700000000.0
2001,GFDL-ESM4,ssp126,asia,co2mass,2859661200000000.0
2002,GFDL-ESM4,ssp126,asia,co2mass,2870933800000000.0
2003,GFDL-ESM4,ssp126,asia,co2mass,2878410000000000.0
2004,GFDL-ESM4,ssp126,asia,co2mass,2901612000000000.0
2005,GFDL-ESM4,ssp126,asia,co2mass,2916353400000000.0
2006,GFDL-ESM4,ssp126,asia,co2mass,2926194800000000.0
2007,GFDL-ESM4,ssp126,asia,co2mass,2938982000000000.0
2008,GFDL-ESM4,ssp126,asia,co2mass,2956312200000000.0
2009,GFDL-ESM4,ssp126,asia,co2mass,2975278000000000.0
2010,GFDL-ESM4,ssp126,asia,co2mass,2990740600000000.0
2011,GFDL-ESM4,ssp126,asia,co2mass,3000502000000000.0
2012,GFDL-ESM4,ssp126,asia,co2mass,3020836500000000.0
2013,GFDL-ESM4,ssp126,asia,co2mass,3043824300000000.0
2014,GFDL-ESM4,ssp126,asia,co2mass,3052597500000000.0
2015,GFDL-ESM4,ssp126,asia,co2mass,3068710000000000.0
2016,GFDL-ESM4,ssp126,asia,co2mass,3084590000000000.0
2017,GFDL-ESM4,ssp126,asia,co2mass,3110692000000000.0
2018,GFDL-ESM4,ssp126,asia,co2mass,3128440000000000.0
2019,GFDL-ESM4,ssp126,asia,co2mass,3142149500000000.0
2020,GFDL-ESM4,ssp126,asia,co2mass,3168268300000000.0
2021,GFDL-ESM4,ssp126,asia,co2mass,3195333000000000.0
2022,GFDL-ESM4,ssp126,asia,co2mass,3212949300000000.0
2023,GFDL-ESM4,ssp126,asia,co2mass,3228341400000000.0
2024,GFDL-ESM4,ssp126,asia,co2mass,3251804300000000.0
2025,GFDL-ESM4,ssp126,asia,co2mass,3275071700000000.0
2026,GFDL-ESM4,ssp126,asia,co2mass,3299177000000000.0
2027,GFDL-ESM4,ssp126,asia,co2mass,3312247600000000.0
2028,GFDL-ESM4,ssp126,asia,co2mass,3330753600000000.0
2029,GFDL-ESM4,ssp126,asia,co2mass,3353240200000000.0
2030,GFDL-ESM4,ssp126,asia,co2mass,3373125600000000.0
2031,GFDL-ESM4,ssp126,asia,co2mass,3392278000000000.0
2032,GFDL-ESM4,ssp126,asia,co2mass,3405047700000000.0
2033,GFDL-ESM4,ssp126,asia,co2mass,3420341200000000.0
2034,GFDL-ESM4,ssp126,asia,co2mass,3441114000000000.0
2035,GFDL-ESM4,ssp126,asia,co2mass,3454919000000000.0
2036,GFDL-ESM4,ssp126,asia,co2mass,3470083400000000.0
2037,GFDL-ESM4,ssp126,asia,co2mass,3488627200000000.0
2038,GFDL-ESM4,ssp126,asia,co2mass,3497995300000000.0
2039,GFDL-ESM4,ssp126,asia,co2mass,3512779400000000.0
2040,GFDL-ESM4,ssp126,asia,co2mass,3522692700000000.0
2041,GFDL-ESM4,ssp126,asia,co2mass,3536242800000000.0
2042,GFDL-ESM4,ssp126,asia,co2mass,3557456200000000.0
2043,GFDL-ESM4,ssp126,asia,co2mass,3565380400000000.0
2044,GFDL-ESM4,ssp126,asia,co2mass,3570205500000000.0
2045,GFDL-ESM4,ssp126,asia,co2mass,3583684000000000.0
2046,GFDL-ESM4,ssp126,asia,co2mass,3595879000000000.0
2047,GFDL-ESM4,ssp126,asia,co2mass,3605926500000000.0
2048,GFDL-ESM4,ssp126,asia,co2mass,3611619700000000.0
2049,GFDL-ESM4,ssp126,asia,co2mass,3621931200000000.0
2050,GFDL-ESM4,ssp126,asia,co2mass,3627334200000000.0
2051,GFDL-ESM4,ssp126,asia,co2mass,3630839000000000.0
2052,GFDL-ESM4,ssp126,asia,co2mass,3639334000000000.0
2053,GFDL-ESM4,ssp126,asia,co2mass,3643357700000000.0
2054,GFDL-ESM4,ssp126,asia,co2mass,3651333000000000.0
2055,GFDL-ESM4,ssp126,asia,co2mass,3661587000000000.0
2056,GFDL-ESM4,ssp126,asia,co2mass,3662534400000000.0
2057,GFDL-ESM4,ssp126,asia,co2mass,3662568000000000.0
2058,GFDL-ESM4,ssp126,asia,co2mass,3660841000000000.0
2059,GFDL-ESM4,ssp126,asia,co2mass,3662317800000000.0
2060,GFDL-ESM4,ssp126,asia,co2mass,3671858500000000.0
2061,GFDL-ESM4,ssp126,asia,co2mass,3681875500000000.0
2062,GFDL-ESM4,ssp126,asia,co2mass,3679993500000000.0
2063,GFDL-ESM4,ssp126,asia,co2mass,3677091200000000.0
2064,GFDL-ESM4,ssp126,asia,co2mass,3676081600000000.0
2065,GFDL-ESM4,ssp126,asia,co2mass,3675372400000000.0
2066,GFDL-ESM4,ssp126,asia,co2mass,3678542900000000.0
2067,GFDL-ESM4,ssp126,asia,co2mass,3677238500000000.0
2068,GFDL-ESM4,ssp126,asia,co2mass,3678311700000000.0
2069,GFDL-ESM4,ssp126,asia,co2mass,3681996000000000.0
2070,GFDL-ESM4,ssp126,asia,co2mass,3678642700000000.0
2071,GFDL-ESM4,ssp126,asia,co2mass,3672454500000000.0
2072,GFDL-ESM4,ssp126,asia,co2mass,3670841700000000.0
2073,GFDL-ESM4,ssp126,asia,co2mass,3667625900000000.0
2074,GFDL-ESM4,ssp126,asia,co2mass,3668632500000000.0
2075,GFDL-ESM4,ssp126,asia,co2mass,3666305400000000.0
2076,GFDL-ESM4,ssp126,asia,co2mass,3659423800000000.0
2077,GFDL-ESM4,ssp126,asia,co2mass,3659997000000000.0
2078,GFDL-ESM4,ssp126,asia,co2mass,3663321500000000.0
2079,GFDL-ESM4,ssp126,asia,co2mass,3652832400000000.0
2080,GFDL-ESM4,ssp126,asia,co2mass,3646216500000000.0
2081,GFDL-ESM4,ssp126,asia,co2mass,3639867000000000.0
2082,GFDL-ESM4,ssp126,asia,co2mass,3634619000000000.0
2083,GFDL-ESM4,ssp126,asia,co2mass,3630766700000000.0
2084,GFDL-ESM4,ssp126,asia,co2mass,3613656600000000.0
2085,GFDL-ESM4,ssp126,asia,co2mass,3602082500000000.0
2086,GFDL-ESM4,ssp126,asia,co2mass,3606699000000000.0
2087,GFDL-ESM4,ssp126,asia,co2mass,3599099600000000.0
2088,GFDL-ESM4,ssp126,asia,co2mass,3587183800000000.0
2089,GFDL-ESM4,ssp126,asia,co2mass,3579048900000000.0
2090,GFDL-ESM4,ssp126,asia,co2mass,3573523700000000.0
2091,GFDL-ESM4,ssp126,asia,co2mass,3564170800000000.0
2092,GFDL-ESM4,ssp126,asia,co2mass,3553490600000000.0
2093,GFDL-ESM4,ssp126,asia,co2mass,3547824400000000.0
2094,GFDL-ESM4,ssp126,asia,co2mass,3533493200000000.0
2095,GFDL-ESM4,ssp126,asia,co2mass,3521556700000000.0
2096,GFDL-ESM4,ssp126,asia,co2mass,3514281000000000.0
2097,GFDL-ESM4,ssp126,asia,co2mass,3509796000000000.0
2098,GFDL-ESM4,ssp126,asia,co2mass,3503536600000000.0
2099,GFDL-ESM4,ssp126,asia,co2mass,3494248000000000.0
2100,GFDL-ESM4,ssp126,asia,co2mass,3487436000000000.0
1850,GFDL-ESM4,ssp126,america,tas,-0.6488471
1851,GFDL-ESM4,ssp126,america,tas,-1.0100293
1852,GFDL-ESM4,ssp126,america,tas,-0.67873955
1853,GFDL-ESM4,ssp126,america,tas,-0.27055645
1854,GFDL-ESM4,ssp126,america,tas,-0.6705351
1855,GFDL-ESM4,ssp126,america,tas,-0.90499115
1856,GFDL-ESM4,ssp126,america,tas,-0.7335472
1857,GFDL-ESM4,ssp126,america,tas,-0.6123104
1858,GFDL-ESM4,ssp126,america,tas,-0.80387354
1859,GFDL-ESM4,ssp126,america,tas,-0.7841172
1860,GFDL-ESM4,ssp126,america,tas,-0.97795105
1861,GFDL-ESM4,ssp126,america,tas,-1.0804486
1862,GFDL-ESM4,ssp126,america,tas,-0.73898983
1863,GFDL-ESM4,ssp126,america,tas,-0.7525077
1864,GFDL-ESM4,ssp126,america,tas,-0.6538873
1865,GFDL-ESM4,ssp126,america,tas,-0.6411543
1866,GFDL-ESM4,ssp126,america,tas,-0.5051007
1867,GFDL-ESM4,ssp126,america,tas,-0.47611237
1868,GFDL-ESM4,ssp126,america,tas,-0.771193
1869,GFDL-ESM4,ssp126,america,tas,-0.910203
1870,GFDL-ESM4,ssp126,america,tas,-0.6365442
1871,GFDL-ESM4,ssp126,america,tas,-0.6441903
1872,GFDL-ESM4,ssp126,america,tas,-0.6498003
1873,GFDL-ESM4,ssp126,america,tas,-0.7096915
1874,GFDL-ESM4,ssp126,america,tas,-0.744823
1875,GFDL-ESM4,ssp126,america,tas,-0.5915694
1876,GFDL-ESM4,ssp126,america,tas,-0.7743449
1877,GFDL-ESM4,ssp126,america,tas,-0.6921654
1878,GFDL-ESM4,ssp126,america,tas,-0.6048193
1879,GFDL-ESM4,ssp126,america,tas,-0.4366765
1880,GFDL-ESM4,ssp126,america,tas,-0.64614344
1881,GFDL-ESM4,ssp126,america,tas,-0.78034925
1882,GFDL-ESM4,ssp126,america,tas,-0.8791952
1883,GFDL-ESM4,ssp126,america,tas,-0.55263567
1884,GFDL-ESM4,ssp126,america,tas,-0.8841195
1885,GFDL-ESM4,ssp126,america,tas,-0.8243098
1886,GFDL-ESM4,ssp126,america,tas,-0.8869724
1887,GFDL-ESM4,ssp126,america,tas,-0.6632452
1888,GFDL-ESM4,ssp126,america,tas,-0.47623634
1889,GFDL-ESM4,ssp126,america,tas,-0.48511314
1890,GFDL-ESM4,ssp126,america,tas,-0.6188822
1891,GFDL-ESM4,ssp126,america,tas,-0.48482895
1892,GFDL-ESM4,ssp126,america,tas,-0.52052736
1893,GFDL-ESM4,ssp126,america,tas,-0.42760372
1894,GFDL-ESM4,ssp126,america,tas,-0.42740488
1895,GFDL-ESM4,ssp126,america,tas,-0.5465131
1896,GFDL-ESM4,ssp126,america,tas,-0.17069006
1897,GFDL-ESM4,ssp126,america,tas,-0.35018635
1898,GFDL-ESM4,ssp126,america,tas,-0.37254477
1899,GFDL-ESM4,ssp126,america,tas,-0.32647133
1900,GFDL-ESM4,ssp126,america,tas,-0.07731724
1901,GFDL-ESM4,ssp126,america,tas,-0.45265245
1902,GFDL-ESM4,ssp126,america,tas,-0.44367313
1903,GFDL-ESM4,ssp126,america,tas,-0.56902695
1904,GFDL-ESM4,ssp126,america,tas,-0.07549858
1905,GFDL-ESM4,ssp126,america,tas,-0.20901346
1906,GFDL-ESM4,ssp126,america,tas,-0.18911982
1907,GFDL-ESM4,ssp126,america,tas,-0.4574647
1908,GFDL-ESM4,ssp126,america,tas,-0.6651416
1909,GFDL-ESM4,ssp126,america,tas,-0.34421492
1910,GFDL-ESM4,ssp126,america,tas,-0.12914896
1911,GFDL-ESM4,ssp126,america,tas,-0.041646957
1912,GFDL-ESM4,ssp126,america,tas,-0.60471916
1913,GFDL-ESM4,ssp126,america,tas,-0.74551296
1914,GFDL-ESM4,ssp126,america,tas,-0.3483281
1915,GFDL-ESM4,ssp126,america,tas,-0.239748
1916,GFDL-ESM4,ssp126,america,tas,-0.35292244
1917,GFDL-ESM4,ssp126,america,tas,-0.48895264
1918,GFDL-ESM4,ssp126,america,tas,-0.27818012
1919,GFDL-ESM4,ssp126,america,tas,-0.31955814
1920,GFDL-ESM4,ssp126,america,tas,-0.20956612
1921,GFDL-ESM4,ssp126,america,tas,-0.35284805
1922,GFDL-ESM4,ssp126,america,tas,-0.36585808
1923,GFDL-ESM4,ssp126,america,tas,-0.20617533
1924,GFDL-ESM4,ssp126,america,tas,-0.34599733
1925,GFDL-ESM4,ssp126,america,tas,-0.49896955
1926,GFDL-ESM4,ssp126,america,tas,-0.35353708
1927,GFDL-ESM4,ssp126,america,tas,-0.4621563
1928,GFDL-ESM4,ssp126,america,tas,-0.22167444
1929,GFDL-ESM4,ssp126,america,tas,-0.33416748
1930,GFDL-ESM4,ssp126,america,tas,-0.45804453
1931,GFDL-ESM4,ssp126,america,tas,-0.30236387
1932,GFDL-ESM4,ssp126,america,tas,0.22115183
1933,GFDL-ESM4,ssp126,america,tas,-0.20023584
1934,GFDL-ESM4,ssp126,america,tas,-0.3122015
1935,GFDL-ESM4,ssp126,america,tas,-0.4726181
1936,GFDL-ESM4,ssp126,america,tas,-0.62751245
1937,GFDL-ESM4,ssp126,america,tas,-0.68236065
1938,GFDL-ESM4,ssp126,america,tas,-0.4279909
1939,GFDL-ESM4,ssp126,america,tas,-0.2926526
1940,GFDL-ESM4,ssp126,america,tas,-0.16346073
1941,GFDL-ESM4,ssp126,america,tas,-0.70718527
1942,GFDL-ESM4,ssp126,america,tas,-0.37747192
1943,GFDL-ESM4,ssp126,america,tas,-0.40904236
1944,GFDL-ESM4,ssp126,america,tas,-0.46599817
1945,GFDL-ESM4,ssp126,america,tas,-0.74224806
1946,GFDL-ESM4,ssp126,america,tas,-0.67806244
1947,GFDL-ESM4,ssp126,america,tas,-0.47057056
1948,GFDL-ESM4,ssp126,america,tas,-0.3535161
1949,GFDL-ESM4,ssp126,america,tas,-0.5176196
1950,GFDL-ESM4,ssp126,america,tas,-0.29655933
1951,GFDL-ESM4,ssp126,america,tas,-0.74167824
1952,GFDL-ESM4,ssp126,america,tas,-0.65368176
1953,GFDL-ESM4,ssp126,america,tas,-0.3705387
1954,GFDL-ESM4,ssp126,america,tas,-0.508368
1955,GFDL-ESM4,ssp126,america,tas,-0.62414026
1956,GFDL-ESM4,ssp126,america,tas,-0.70846844
1957,GFDL-ESM4,ssp126,america,tas,-0.62766933
1958,GFDL-ESM4,ssp126,america,tas,-0.47325563
1959,GFDL-ESM4,ssp126,america,tas,-0.29591846
1960,GFDL-ESM4,ssp126,america,tas,-0.35302687
1961,GFDL-ESM4,ssp126,america,tas,-0.554574
1962,GFDL-ESM4,ssp126,america,tas,-0.5394721
1963,GFDL-ESM4,ssp126,america,tas,-0.3749647
1964,GFDL-ESM4,ssp126,america,tas,-0.9982629
1965,GFDL-ESM4,ssp126,america,tas,-0.8706603
1966,GFDL-ESM4,ssp126,america,tas,-0.52153635
1967,GFDL-ESM4,ssp126,america,tas,-0.5231848
1968,GFDL-ESM4,ssp126,america,tas,-0.47587538
1969,GFDL-ESM4,ssp126,america,tas,-0.51373196
1970,GFDL-ESM4,ssp126,america,tas,-0.5400896
1971,GFDL-ESM4,ssp126,america,tas,-0.550828
1972,GFDL-ESM4,ssp126,america,tas,-0.4005127
1973,GFDL-ESM4,ssp126,america,tas,-0.32961798
1974,GFDL-ESM4,ssp126,america,tas,-0.5690808
1975,GFDL-ESM4,ssp126,america,tas,-0.70373726
1976,GFDL-ESM4,ssp126,america,tas,-0.4664321
1977,GFDL-ESM4,ssp126,america,tas,-0.23245096
1978,GFDL-ESM4,ssp126,america,tas,-0.54636717
1979,GFDL-ESM4,ssp126,america,tas,-0.4285555
1980,GFDL-ESM4,ssp126,america,tas,-0.64071846
1981,GFDL-ESM4,ssp126,america,tas,-0.24053288
1982,GFDL-ESM4,ssp126,america,tas,-0.18247032
1983,GFDL-ESM4,ssp126,america,tas,-0.50123024
1984,GFDL-ESM4,ssp126,america,tas,-0.49180794
1985,GFDL-ESM4,ssp126,america,tas,-0.446167
1986,GFDL-ESM4,ssp126,america,tas,-0.29989576
1987,GFDL-ESM4,ssp126,america,tas,-0.20420504
1988,GFDL-ESM4,ssp126,america,tas,-0.49709463
1989,GFDL-ESM4,ssp126,america,tas,-0.4379425
1990,GFDL-ESM4,ssp126,america,tas,0.05368805
1991,GFDL-ESM4,ssp126,america,tas,0.19103909
1992,GFDL-ESM4,ssp126,america,tas,-0.6304927
1993,GFDL-ESM4,ssp126,america,tas,-0.5732918
1994,GFDL-ESM4,ssp126,america,tas,-0.2895155
1995,GFDL-ESM4,ssp126,america,tas,-0.35983086
1996,GFDL-ESM4,ssp126,america,tas,-0.39861202
1997,GFDL-ESM4,ssp126,america,tas,-0.2946725
1998,GFDL-ESM4,ssp126,america,tas,-0.21466732
1999,GFDL-ESM4,ssp126,america,tas,0.0016903877
2000,GFDL-ESM4,ssp126,america,tas,0.025965214
2001,GFDL-ESM4,ssp126,america,tas,0.12623549
2002,GFDL-ESM4,ssp126,america,tas,0.26652145
2003,GFDL-ESM4,ssp126,america,tas,0.18283081
2004,GFDL-ESM4,ssp126,america,tas,0.31004286
2005,GFDL-ESM4,ssp126,america,tas,0.06722164
2006,GFDL-ESM4,ssp126,america,tas,-0.12008095
2007,GFDL-ESM4,ssp126,america,tas,-0.12335825
2008,GFDL-ESM4,ssp126,america,tas,-0.091506004
2009,GFDL-ESM4,ssp126,america,tas,0.2848649
2010,GFDL-ESM4,ssp126,america,tas,0.2643137
2011,GFDL-ESM4,ssp126,america,tas,0.19716167
2012,GFDL-ESM4,ssp126,america,tas,0.49402
2013,GFDL-ESM4,ssp126,america,tas,0.24658442
2014,GFDL-ESM4,ssp126,america,tas,0.1728673
2015,GFDL-ESM4,ssp126,america,tas,0.055265427
2016,GFDL-ESM4,ssp126,america,tas,0.27493715
2017,GFDL-ESM4,ssp126,america,tas,0.6198802
2018,GFDL-ESM4,ssp126,america,tas,0.16714668
2019,GFDL-ESM4,ssp126,america,tas,0.4690423
2020,GFDL-ESM4,ssp126,america,tas,0.5046935
2021,GFDL-ESM4,ssp126,america,tas,0.9223156
2022,GFDL-ESM4,ssp126,america,tas,0.68980265
2023,GFDL-ESM4,ssp126,america,tas,0.26279163
2024,GFDL-ESM4,ssp126,america,tas,0.32274246
2025,GFDL-ESM4,ssp126,america,tas,0.6545949
2026,GFDL-ESM4,ssp126,america,tas,0.73624563
2027,GFDL-ESM4,ssp126,america,tas,0.59355974
2028,GFDL-ESM4,ssp126,america,tas,0.67914295
2029,GFDL-ESM4,ssp126,america,tas,0.8090515
2030,GFDL-ESM4,ssp126,america,tas,0.6902423
2031,GFDL-ESM4,ssp126,america,tas,0.8552699
2032,GFDL-ESM4,ssp126,america,tas,0.5655503
2033,GFDL-ESM4,ssp126,america,tas,0.9619756
2034,GFDL-ESM4,ssp126,america,tas,1.100575
2035,GFDL-ESM4,ssp126,america,tas,0.6820879
2036,GFDL-ESM4,ssp126,america,tas,0.7379632
2037,GFDL-ESM4,ssp126,america,tas,1.0041785
2038,GFDL-ESM4,ssp126,america,tas,0.89203215
2039,GFDL-ESM4,ssp126,america,tas,0.77522373
2040,GFDL-ESM4,ssp126,america,tas,0.69122744
2041,GFDL-ESM4,ssp126,america,tas,0.89485025
2042,GFDL-ESM4,ssp126,america,tas,1.1027694
2043,GFDL-ESM4,ssp126,america,tas,0.9301362
2044,GFDL-ESM4,ssp126,america,tas,0.7106495
2045,GFDL-ESM4,ssp126,america,tas,0.9531503
2046,GFDL-ESM4,ssp126,america,tas,1.1055131
2047,GFDL-ESM4,ssp126,america,tas,0.9166465
