year,climate_model,scenario,region,variable,value
1991,CESM2-WACCM,ssp245,america,co2,355.86103331297636
1992,CESM2-WACCM,ssp245,america,co2,357.04809124581516
1993,CESM2-WACCM,ssp245,america,co2,358.0836346372962
1994,CESM2-WACCM,ssp245,america,co2,359.28390570916235
1995,CESM2-WACCM,ssp245,america,co2,360.90268986299634
1996,CESM2-WACCM,ssp245,america,co2,362.51379060558975
1997,CESM2-WACCM,ssp245,america,co2,363.88079752214253
1998,CESM2-WACCM,ssp245,america,co2,365.9586363937706
1999,CESM2-WACCM,ssp245,america,co2,367.91572347283363
2000,CESM2-WACCM,ssp245,america,co2,369.4129118230194
2001,CESM2-WACCM,ssp245,america,co2,371.0676683112979
2002,CESM2-WACCM,ssp245,america,co2,372.97242670319974
2003,CESM2-WACCM,ssp245,america,co2,375.24261279031634
2004,CESM2-WACCM,ssp245,america,co2,377.01919791288674
2005,CESM2-WACCM,ssp245,america,co2,378.8830363191664
2006,CESM2-WACCM,ssp245,america,co2,380.88689325377345
2007,CESM2-WACCM,ssp245,america,co2,382.6853062491864
2008,CESM2-WACCM,ssp245,america,co2,384.7921616397798
2009,CESM2-WACCM,ssp245,america,co2,386.44985761493444
2010,CESM2-WACCM,ssp245,america,co2,388.5593614540994
2011,CESM2-WACCM,ssp245,america,co2,390.7211066689342
2012,CESM2-WACCM,ssp245,america,co2,392.8468795493245
2013,CESM2-WACCM,ssp245,america,co2,395.29631612822413
2014,CESM2-WACCM,ssp245,america,co2,397.3628336098045
2015,CESM2-WACCM,ssp245,america,co2,398.1621121056378
2016,CESM2-WACCM,ssp245,america,co2,400.46157664619386
2017,CESM2-WACCM,ssp245,america,co2,402.75766514241695
2018,CESM2-WACCM,ssp245,america,co2,405.18163586966693
2019,CESM2-WACCM,ssp245,america,co2,407.8224010299891
2020,CESM2-WACCM,ssp245,america,co2,410.4643012396991
2021,CESM2-WACCM,ssp245,america,co2,413.1942114327103
2022,CESM2-WACCM,ssp245,america,co2,416.003807913512
2023,CESM2-WACCM,ssp245,america,co2,418.8912862446159
2024,CESM2-WACCM,ssp245,america,co2,421.78379953838885
2025,CESM2-WACCM,ssp245,america,co2,424.73318171687424
2026,CESM2-WACCM,ssp245,america,co2,427.7024127077311
2027,CESM2-WACCM,ssp245,america,co2,430.64201599918306
2028,CESM2-WACCM,ssp245,america,co2,433.6392448749393
2029,CESM2-WACCM,ssp245,america,co2,436.6904613561928
2030,CESM2-WACCM,ssp245,america,co2,439.72357525490224
2031,CESM2-WACCM,ssp245,america,co2,442.725868197158
2032,CESM2-WACCM,ssp245,america,co2,445.7956238184124
2033,CESM2-WACCM,ssp245,america,co2,448.8587146624923
2034,CESM2-WACCM,ssp245,america,co2,451.9181966315955
2035,CESM2-WACCM,ssp245,america,co2,455.0354788079858
2036,CESM2-WACCM,ssp245,america,co2,458.1585817504674
2037,CESM2-WACCM,ssp245,america,co2,461.21288323774934
2038,CESM2-WACCM,ssp245,america,co2,464.43758765235543
2039,CESM2-WACCM,ssp245,america,co2,467.527424916625
2040,CESM2-WACCM,ssp245,america,co2,470.66519618965685
2041,CESM2-WACCM,ssp245,america,co2,473.8195857498795
2042,CESM2-WACCM,ssp245,america,co2,476.9007791765034
2043,CESM2-WACCM,ssp245,america,co2,480.02376570366323
2044,CESM2-WACCM,ssp245,america,co2,483.2822014577687
2045,CESM2-WACCM,ssp245,america,co2,486.49145173840225
2046,CESM2-WACCM,ssp245,america,co2,489.66147005558014
2047,CESM2-WACCM,ssp245,america,co2,492.81708197668195
2048,CESM2-WACCM,ssp245,america,co2,496.01710634306073
2049,CESM2-WACCM,ssp245,america,co2,499.20770106837153
2050,CESM2-WACCM,ssp245,america,co2,502.32064677402377
2051,CESM2-WACCM,ssp245,america,co2,505.41298696771264
2052,CESM2-WACCM,ssp245,america,co2,508.587749209255
2053,CESM2-WACCM,ssp245,america,co2,511.7144901305437
2054,CESM2-WACCM,ssp245,america,co2,514.721090439707
2055,CESM2-WACCM,ssp245,america,co2,517.7836283110082
2056,CESM2-WACCM,ssp245,america,co2,520.8889488130808
2057,CESM2-WACCM,ssp245,america,co2,523.9497986622155
2058,CESM2-WACCM,ssp245,america,co2,526.9243847578764
2059,CESM2-WACCM,ssp245,america,co2,529.8649775795639
2060,CESM2-WACCM,ssp245,america,co2,532.769481651485
2061,CESM2-WACCM,ssp245,america,co2,535.7188056223094
2062,CESM2-WACCM,ssp245,america,co2,538.6067205108702
2063,CESM2-WACCM,ssp245,america,co2,541.3638427853584
2064,CESM2-WACCM,ssp245,america,co2,544.1137473098934
2065,CESM2-WACCM,ssp245,america,co2,546.8348972499371
2066,CESM2-WACCM,ssp245,america,co2,549.5762452483177
2067,CESM2-WACCM,ssp245,america,co2,552.2309220395982
2068,CESM2-WACCM,ssp245,america,co2,554.8858316615224
2069,CESM2-WACCM,ssp245,america,co2,557.4679817073047
2070,CESM2-WACCM,ssp245,america,co2,559.974811039865
2071,CESM2-WACCM,ssp245,america,co2,562.494620680809
2072,CESM2-WACCM,ssp245,america,co2,564.9955710396171
2073,CESM2-WACCM,ssp245,america,co2,567.3818523064256
2074,CESM2-WACCM,ssp245,america,co2,569.6628941223025
2075,CESM2-WACCM,ssp245,america,co2,571.9350301660597
2076,CESM2-WACCM,ssp245,america,co2,574.1454078815877
2077,CESM2-WACCM,ssp245,america,co2,576.204911340028
2078,CESM2-WACCM,ssp245,america,co2,578.2029475085437
2079,CESM2-WACCM,ssp245,america,co2,580.1523220725358
2080,CESM2-WACCM,ssp245,america,co2,582.0555961690843
2081,CESM2-WACCM,ssp245,america,co2,583.8635843247175
2082,CESM2-WACCM,ssp245,america,co2,585.6125499121845
2083,CESM2-WACCM,ssp245,america,co2,587.2510955668986
2084,CESM2-WACCM,ssp245,america,co2,588.7881270609796
2085,CESM2-WACCM,ssp245,america,co2,590.2192206121981
2086,CESM2-WACCM,ssp245,america,co2,591.4960638619959
2087,CESM2-WACCM,ssp245,america,co2,592.7325692027807
2088,CESM2-WACCM,ssp245,america,co2,593.9137772656977
2089,CESM2-WACCM,ssp245,america,co2,594.9927144683897
2090,CESM2-WACCM,ssp245,america,co2,595.955818425864
2091,CESM2-WACCM,ssp245,america,co2,596.8271871097386
2092,CESM2-WACCM,ssp245,america,co2,597.5832464173436
2093,CESM2-WACCM,ssp245,america,co2,598.2827860862017
2094,CESM2-WACCM,ssp245,america,co2,598.9586934447289
2095,CESM2-WACCM,ssp245,america,co2,599.5481624267995
2096,CESM2-WACCM,ssp245,america,co2,600.1080619171262
2097,CESM2-WACCM,ssp245,america,co2,600.6324547342956
2098,CESM2-WACCM,ssp245,america,co2,601.0418874211609
2099,CESM2-WACCM,ssp245,america,co2,601.4354876242578
2100,CESM2-WACCM,ssp245,america,co2,601.77908744663
1850,CESM2-WACCM,ssp126,eurafrica,co2,286.33218607865274
1851,CESM2-WACCM,ssp126,eurafrica,co2,286.3770932890475
1852,CESM2-WACCM,ssp126,eurafrica,co2,286.4518319256604
1853,CESM2-WACCM,ssp126,eurafrica,co2,286.5767164621502
1854,CESM2-WACCM,ssp126,eurafrica,co2,286.6861177608371
1855,CESM2-WACCM,ssp126,eurafrica,co2,286.78387752734125
1856,CESM2-WACCM,ssp126,eurafrica,co2,286.90643375739455
1857,CESM2-WACCM,ssp126,eurafrica,co2,287.0468015316874
1858,CESM2-WACCM,ssp126,eurafrica,co2,287.1614706236869
1859,CESM2-WACCM,ssp126,eurafrica,co2,287.323840893805
1860,CESM2-WACCM,ssp126,eurafrica,co2,287.49555349349976
1861,CESM2-WACCM,ssp126,eurafrica,co2,287.6320795621723
1862,CESM2-WACCM,ssp126,eurafrica,co2,287.80652792192996
1863,CESM2-WACCM,ssp126,eurafrica,co2,287.96278638765216
1864,CESM2-WACCM,ssp126,eurafrica,co2,288.1407563108951
1865,CESM2-WACCM,ssp126,eurafrica,co2,288.3172419387847
1866,CESM2-WACCM,ssp126,eurafrica,co2,288.5185240302235
1867,CESM2-WACCM,ssp126,eurafrica,co2,288.6941365431994
1868,CESM2-WACCM,ssp126,eurafrica,co2,288.8684975914657
1869,CESM2-WACCM,ssp126,eurafrica,co2,288.9901807066053
1870,CESM2-WACCM,ssp126,eurafrica,co2,289.13130518049
1871,CESM2-WACCM,ssp126,eurafrica,co2,289.2803750000894
1872,CESM2-WACCM,ssp126,eurafrica,co2,289.4183271564543
1873,CESM2-WACCM,ssp126,eurafrica,co2,289.62158830836415
1874,CESM2-WACCM,ssp126,eurafrica,co2,289.7979284171015
1875,CESM2-WACCM,ssp126,eurafrica,co2,289.9977844208479
1876,CESM2-WACCM,ssp126,eurafrica,co2,290.1970292441547
1877,CESM2-WACCM,ssp126,eurafrica,co2,290.42072128504515
1878,CESM2-WACCM,ssp126,eurafrica,co2,290.6647860072553
1879,CESM2-WACCM,ssp126,eurafrica,co2,290.92340264469385
1880,CESM2-WACCM,ssp126,eurafrica,co2,291.12116317264736
1881,CESM2-WACCM,ssp126,eurafrica,co2,291.3649950642139
1882,CESM2-WACCM,ssp126,eurafrica,co2,291.6416269727051
1883,CESM2-WACCM,ssp126,eurafrica,co2,291.9188409578055
1884,CESM2-WACCM,ssp126,eurafrica,co2,292.1233244705945
1885,CESM2-WACCM,ssp126,eurafrica,co2,292.44666802696884
1886,CESM2-WACCM,ssp126,eurafrica,co2,292.7216701209545
1887,CESM2-WACCM,ssp126,eurafrica,co2,293.0299087893218
1888,CESM2-WACCM,ssp126,eurafrica,co2,293.3208888862282
1889,CESM2-WACCM,ssp126,eurafrica,co2,293.62307395786047
1890,CESM2-WACCM,ssp126,eurafrica,co2,293.9669357147068
1891,CESM2-WACCM,ssp126,eurafrica,co2,294.3157160189003
1892,CESM2-WACCM,ssp126,eurafrica,co2,294.62692327797413
1893,CESM2-WACCM,ssp126,eurafrica,co2,294.9630725197494
1894,CESM2-WACCM,ssp126,eurafrica,co2,295.3158982563764
1895,CESM2-WACCM,ssp126,eurafrica,co2,295.6418611574918
1896,CESM2-WACCM,ssp126,eurafrica,co2,295.91561178676784
1897,CESM2-WACCM,ssp126,eurafrica,co2,296.2341532111168
1898,CESM2-WACCM,ssp126,eurafrica,co2,296.5819148812443
1899,CESM2-WACCM,ssp126,eurafrica,co2,296.916434308514
1900,CESM2-WACCM,ssp126,eurafrica,co2,297.2621296066791
1901,CESM2-WACCM,ssp126,eurafrica,co2,297.60226607322693
1902,CESM2-WACCM,ssp126,eurafrica,co2,297.906604828313
1903,CESM2-WACCM,ssp126,eurafrica,co2,298.23294607922435
1904,CESM2-WACCM,ssp126,eurafrica,co2,298.60224458388984
1905,CESM2-WACCM,ssp126,eurafrica,co2,298.8958149217069
1906,CESM2-WACCM,ssp126,eurafrica,co2,299.272098345682
1907,CESM2-WACCM,ssp126,eurafrica,co2,299.67460432089865
1908,CESM2-WACCM,ssp126,eurafrica,co2,300.03252322785556
1909,CESM2-WACCM,ssp126,eurafrica,co2,300.431129289791
1910,CESM2-WACCM,ssp126,eurafrica,co2,300.8790372405201
1911,CESM2-WACCM,ssp126,eurafrica,co2,301.3155946973711
1912,CESM2-WACCM,ssp126,eurafrica,co2,301.7987764906138
1913,CESM2-WACCM,ssp126,eurafrica,co2,302.29403637349606
1914,CESM2-WACCM,ssp126,eurafrica,co2,302.76281177066267
1915,CESM2-WACCM,ssp126,eurafrica,co2,303.26229170896113
1916,CESM2-WACCM,ssp126,eurafrica,co2,303.81427495740354
1917,CESM2-WACCM,ssp126,eurafrica,co2,304.3555188924074
1918,CESM2-WACCM,ssp126,eurafrica,co2,304.8634098377079
1919,CESM2-WACCM,ssp126,eurafrica,co2,305.248104268685
1920,CESM2-WACCM,ssp126,eurafrica,co2,305.740482872352
1921,CESM2-WACCM,ssp126,eurafrica,co2,306.14910065196455
1922,CESM2-WACCM,ssp126,eurafrica,co2,306.5545461140573
1923,CESM2-WACCM,ssp126,eurafrica,co2,306.87975231558084
1924,CESM2-WACCM,ssp126,eurafrica,co2,307.3136613238603
1925,CESM2-WACCM,ssp126,eurafrica,co2,307.55926854908466
1926,CESM2-WACCM,ssp126,eurafrica,co2,307.78590007685125
1927,CESM2-WACCM,ssp126,eurafrica,co2,308.0332244280726
1928,CESM2-WACCM,ssp126,eurafrica,co2,308.26072907075286
1929,CESM2-WACCM,ssp126,eurafrica,co2,308.42694104649127
1930,CESM2-WACCM,ssp126,eurafrica,co2,308.5701900999993
1931,CESM2-WACCM,ssp126,eurafrica,co2,308.82787541486323
1932,CESM2-WACCM,ssp126,eurafrica,co2,309.0311656706035
1933,CESM2-WACCM,ssp126,eurafrica,co2,309.2898987233639
1934,CESM2-WACCM,ssp126,eurafrica,co2,309.59604191593826
1935,CESM2-WACCM,ssp126,eurafrica,co2,309.9850146099925
1936,CESM2-WACCM,ssp126,eurafrica,co2,310.6161020696163
1937,CESM2-WACCM,ssp126,eurafrica,co2,311.1751575488597
1938,CESM2-WACCM,ssp126,eurafrica,co2,311.7319429293275
1939,CESM2-WACCM,ssp126,eurafrica,co2,312.2987400274724
1940,CESM2-WACCM,ssp126,eurafrica,co2,312.80508846975863
1941,CESM2-WACCM,ssp126,eurafrica,co2,313.29956254921854
1942,CESM2-WACCM,ssp126,eurafrica,co2,313.75468824990094
1943,CESM2-WACCM,ssp126,eurafrica,co2,314.1019551549107
1944,CESM2-WACCM,ssp126,eurafrica,co2,314.3233188893646
1945,CESM2-WACCM,ssp126,eurafrica,co2,314.40172460861504
1946,CESM2-WACCM,ssp126,eurafrica,co2,314.5196533296257
1947,CESM2-WACCM,ssp126,eurafrica,co2,314.610602799803
1948,CESM2-WACCM,ssp126,eurafrica,co2,314.67335065826774
1949,CESM2-WACCM,ssp126,eurafrica,co2,314.82469057664275
1950,CESM2-WACCM,ssp126,eurafrica,co2,314.9827534798533
1951,CESM2-WACCM,ssp126,eurafrica,co2,315.1295823045075
1952,CESM2-WACCM,ssp126,eurafrica,co2,315.436307573691
1953,CESM2-WACCM,ssp126,eurafrica,co2,315.6998136546463
1954,CESM2-WACCM,ssp126,eurafrica,co2,315.9850894007832
1955,CESM2-WACCM,ssp126,eurafrica,co2,316.32703030481935
1956,CESM2-WACCM,ssp126,eurafrica,co2,316.65043206885457
1957,CESM2-WACCM,ssp126,eurafrica,co2,316.94862991571426
1958,CESM2-WACCM,ssp126,eurafrica,co2,317.2655706293881
1959,CESM2-WACCM,ssp126,eurafrica,co2,317.61170248501
1960,CESM2-WACCM,ssp126,eurafrica,co2,318.17963463254273
1961,CESM2-WACCM,ssp126,eurafrica,co2,318.77763103693724
1962,CESM2-WACCM,ssp126,eurafrica,co2,319.4049058947712
1963,CESM2-WACCM,ssp126,eurafrica,co2,320.04693639464676
1964,CESM2-WACCM,ssp126,eurafrica,co2,320.7640547771007
1965,CESM2-WACCM,ssp126,eurafrica,co2,321.2725277990103
1966,CESM2-WACCM,ssp126,eurafrica,co2,322.16013642027974
1967,CESM2-WACCM,ssp126,eurafrica,co2,322.84812186844647
1968,CESM2-WACCM,ssp126,eurafrica,co2,323.64996150135994
1969,CESM2-WACCM,ssp126,eurafrica,co2,324.4578547310084
1970,CESM2-WACCM,ssp126,eurafrica,co2,325.6434283684939
1971,CESM2-WACCM,ssp126,eurafrica,co2,326.4360420871526
1972,CESM2-WACCM,ssp126,eurafrica,co2,327.84376526251435
1973,CESM2-WACCM,ssp126,eurafrica,co2,329.9438685644418
1974,CESM2-WACCM,ssp126,eurafrica,co2,331.1091859359294
1975,CESM2-WACCM,ssp126,eurafrica,co2,331.7082009743899
1976,CESM2-WACCM,ssp126,eurafrica,co2,332.60261989198625
1977,CESM2-WACCM,ssp126,eurafrica,co2,334.0612165629864
1978,CESM2-WACCM,ssp126,eurafrica,co2,335.5841326992959
1979,CESM2-WACCM,ssp126,eurafrica,co2,337.0368795003742
1980,CESM2-WACCM,ssp126,eurafrica,co2,338.79553666338325
1981,CESM2-WACCM,ssp126,eurafrica,co2,340.335100190714
1982,CESM2-WACCM,ssp126,eurafrica,co2,341.37844340875745
1983,CESM2-WACCM,ssp126,eurafrica,co2,342.7678602747619
1984,CESM2-WACCM,ssp126,eurafrica,co2,344.4524481892586
1985,CESM2-WACCM,ssp126,eurafrica,co2,345.91235453262925
1986,CESM2-WACCM,ssp126,eurafrica,co2,347.3273536656052
1987,CESM2-WACCM,ssp126,eurafrica,co2,348.9275695756078
1988,CESM2-WACCM,ssp126,eurafrica,co2,351.0689130052924
1989,CESM2-WACCM,ssp126,eurafrica,co2,352.92425309307873
1990,CESM2-WACCM,ssp126,eurafrica,co2,354.328949470073
1991,CESM2-WACCM,ssp126,eurafrica,co2,355.8355674613267
1992,CESM2-WACCM,ssp126,eurafrica,co2,357.026670826599
1993,CESM2-WACCM,ssp126,eurafrica,co2,358.0709744710475
1994,CESM2-WACCM,ssp126,eurafrica,co2,359.2814027797431
1995,CESM2-WACCM,ssp126,eurafrica,co2,360.88807974010706
1996,CESM2-WACCM,ssp126,eurafrica,co2,362.51189885661006
1997,CESM2-WACCM,ssp126,eurafrica,co2,363.8656053226441
1998,CESM2-WACCM,ssp126,eurafrica,co2,365.95514393411577
1999,CESM2-WACCM,ssp126,eurafrica,co2,367.8985231090337
2000,CESM2-WACCM,ssp126,eurafrica,co2,369.3971666507423
2001,CESM2-WACCM,ssp126,eurafrica,co2,371.05687079019845
2002,CESM2-WACCM,ssp126,eurafrica,co2,372.9408490471542
2003,CESM2-WACCM,ssp126,eurafrica,co2,375.23393984884024
2004,CESM2-WACCM,ssp126,eurafrica,co2,377.00828397646546
2005,CESM2-WACCM,ssp126,eurafrica,co2,378.866825485602
2006,CESM2-WACCM,ssp126,eurafrica,co2,380.87708526290953
2007,CESM2-WACCM,ssp126,eurafrica,co2,382.6520114671439
2008,CESM2-WACCM,ssp126,eurafrica,co2,384.7816842608154
2009,CESM2-WACCM,ssp126,eurafrica,co2,386.4458703901619
2010,CESM2-WACCM,ssp126,eurafrica,co2,388.5518526658416
2011,CESM2-WACCM,ssp126,eurafrica,co2,390.7067875843495
2012,CESM2-WACCM,ssp126,eurafrica,co2,392.831745557487
2013,CESM2-WACCM,ssp126,eurafrica,co2,395.2662227675319
2014,CESM2-WACCM,ssp126,eurafrica,co2,397.3491257056594
2015,CESM2-WACCM,ssp126,eurafrica,co2,399.52900260686874
2016,CESM2-WACCM,ssp126,eurafrica,co2,402.5100788567215
2017,CESM2-WACCM,ssp126,eurafrica,co2,405.0979623571038
2018,CESM2-WACCM,ssp126,eurafrica,co2,407.91448554955423
2019,CESM2-WACCM,ssp126,eurafrica,co2,410.7200657017529
2020,CESM2-WACCM,ssp126,eurafrica,co2,413.46659418195486
2021,CESM2-WACCM,ssp126,eurafrica,co2,416.3236590102315
2022,CESM2-WACCM,ssp126,eurafrica,co2,419.221498304978
2023,CESM2-WACCM,ssp126,eurafrica,co2,421.8830436002463
2024,CESM2-WACCM,ssp126,eurafrica,co2,424.62971759960055
2025,CESM2-WACCM,ssp126,eurafrica,co2,427.40494245663285
2026,CESM2-WACCM,ssp126,eurafrica,co2,429.83467574231327
2027,CESM2-WACCM,ssp126,eurafrica,co2,432.31245945207775
2028,CESM2-WACCM,ssp126,eurafrica,co2,434.83934132382274
2029,CESM2-WACCM,ssp126,eurafrica,co2,437.2664843685925
2030,CESM2-WACCM,ssp126,eurafrica,co2,439.70622937195003
2031,CESM2-WACCM,ssp126,eurafrica,co2,441.8805183377117
2032,CESM2-WACCM,ssp126,eurafrica,co2,444.1521014086902
2033,CESM2-WACCM,ssp126,eurafrica,co2,446.31576747633517
2034,CESM2-WACCM,ssp126,eurafrica,co2,448.5268145799637
2035,CESM2-WACCM,ssp126,eurafrica,co2,450.5412944126874
2036,CESM2-WACCM,ssp126,eurafrica,co2,452.5870317593217
2037,CESM2-WACCM,ssp126,eurafrica,co2,454.4285766314715
2038,CESM2-WACCM,ssp126,eurafrica,co2,456.2156100291759
2039,CESM2-WACCM,ssp126,eurafrica,co2,457.94108882546425
2040,CESM2-WACCM,ssp126,eurafrica,co2,459.599366877228
2041,CESM2-WACCM,ssp126,eurafrica,co2,461.2487682607025
2042,CESM2-WACCM,ssp126,eurafrica,co2,462.6880690921098
2043,CESM2-WACCM,ssp126,eurafrica,co2,464.10533832386136
2044,CESM2-WACCM,ssp126,eurafrica,co2,465.4852382373065
2045,CESM2-WACCM,ssp126,eurafrica,co2,466.6364111471921
2046,CESM2-WACCM,ssp126,eurafrica,co2,467.8682889789343
2047,CESM2-WACCM,ssp126,eurafrica,co2,468.9356137532741
2048,CESM2-WACCM,ssp126,eurafrica,co2,470.0296849478036
2049,CESM2-WACCM,ssp126,eurafrica,co2,470.9798377007246
2050,CESM2-WACCM,ssp126,eurafrica,co2,471.9361022580415
2051,CESM2-WACCM,ssp126,eurafrica,co2,472.6973711512983
2052,CESM2-WACCM,ssp126,eurafrica,co2,473.54327398352325
2053,CESM2-WACCM,ssp126,eurafrica,co2,474.1018055938184
2054,CESM2-WACCM,ssp126,eurafrica,co2,474.7269267681986
2055,CESM2-WACCM,ssp126,eurafrica,co2,475.3969260491431
2056,CESM2-WACCM,ssp126,eurafrica,co2,475.7577844429761
2057,CESM2-WACCM,ssp126,eurafrica,co2,476.2054013554007
2058,CESM2-WACCM,ssp126,eurafrica,co2,476.717104902491
2059,CESM2-WACCM,ssp126,eurafrica,co2,476.87673941254616
2060,CESM2-WACCM,ssp126,eurafrica,co2,477.1764506585896
2061,CESM2-WACCM,ssp126,eurafrica,co2,477.5080597028136
2062,CESM2-WACCM,ssp126,eurafrica,co2,477.51207603141665
2063,CESM2-WACCM,ssp126,eurafrica,co2,477.70782839506865
2064,CESM2-WACCM,ssp126,eurafrica,co2,477.76810242794454
2065,CESM2-WACCM,ssp126,eurafrica,co2,477.868685266003
2066,CESM2-WACCM,ssp126,eurafrica,co2,477.67674550414085
2067,CESM2-WACCM,ssp126,eurafrica,co2,477.69746743142605
2068,CESM2-WACCM,ssp126,eurafrica,co2,477.61175665073097
2069,CESM2-WACCM,ssp126,eurafrica,co2,477.53110993653536
2070,CESM2-WACCM,ssp126,eurafrica,co2,477.1971725858748
2071,CESM2-WACCM,ssp126,eurafrica,co2,477.05144970677793
2072,CESM2-WACCM,ssp126,eurafrica,co2,476.7717618960887
2073,CESM2-WACCM,ssp126,eurafrica,co2,476.2948374263942
2074,CESM2-WACCM,ssp126,eurafrica,co2,475.9672156069428
2075,CESM2-WACCM,ssp126,eurafrica,co2,475.49910959787667
2076,CESM2-WACCM,ssp126,eurafrica,co2,474.93117745034397
2077,CESM2-WACCM,ssp126,eurafrica,co2,474.46199459955096
2078,CESM2-WACCM,ssp126,eurafrica,co2,473.6375412903726
2079,CESM2-WACCM,ssp126,eurafrica,co2,472.98154095187783
2080,CESM2-WACCM,ssp126,eurafrica,co2,472.3068268503994
2081,CESM2-WACCM,ssp126,eurafrica,co2,471.3453818112612
2082,CESM2-WACCM,ssp126,eurafrica,co2,470.4454622697085
2083,CESM2-WACCM,ssp126,eurafrica,co2,469.61320913396776
2084,CESM2-WACCM,ssp126,eurafrica,co2,468.70741061866283
2085,CESM2-WACCM,ssp126,eurafrica,co2,467.6776297856122
2086,CESM2-WACCM,ssp126,eurafrica,co2,466.74045734107494
2087,CESM2-WACCM,ssp126,eurafrica,co2,465.6295059248805
2088,CESM2-WACCM,ssp126,eurafrica,co2,464.5136941689998
2089,CESM2-WACCM,ssp126,eurafrica,co2,463.50405318662524
2090,CESM2-WACCM,ssp126,eurafrica,co2,462.20773947425187
2091,CESM2-WACCM,ssp126,eurafrica,co2,461.08633978292346
2092,CESM2-WACCM,ssp126,eurafrica,co2,459.90501530468464
2093,CESM2-WACCM,ssp126,eurafrica,co2,458.64706044085324
2094,CESM2-WACCM,ssp126,eurafrica,co2,457.5636994559318
2095,CESM2-WACCM,ssp126,eurafrica,co2,456.30382373929024
2096,CESM2-WACCM,ssp126,eurafrica,co2,455.2868485916406
2097,CESM2-WACCM,ssp126,eurafrica,co2,454.1611415334046
2098,CESM2-WACCM,ssp126,eurafrica,co2,453.01535283215344
2099,CESM2-WACCM,ssp126,eurafrica,co2,451.97055442258716
2100,CESM2-WACCM,ssp126,eurafrica,co2,450.86294994689524
1850,CESM2-WACCM,ssp370,eurafrica,co2,286.33218607865274
1851,CESM2-WACCM,ssp370,eurafrica,co2,286.3770932890475
1852,CESM2-WACCM,ssp370,eurafrica,co2,286.4518319256604
1853,CESM2-WACCM,ssp370,eurafrica,co2,286.5767164621502
1854,CESM2-WACCM,ssp370,eurafrica,co2,286.6861177608371
1855,CESM2-WACCM,ssp370,eurafrica,co2,286.78387752734125
1856,CESM2-WACCM,ssp370,eurafrica,co2,286.90643375739455
1857,CESM2-WACCM,ssp370,eurafrica,co2,287.0468015316874
1858,CESM2-WACCM,ssp370,eurafrica,co2,287.1614706236869
1859,CESM2-WACCM,ssp370,eurafrica,co2,287.323840893805
1860,CESM2-WACCM,ssp370,eurafrica,co2,287.49555349349976
1861,CESM2-WACCM,ssp370,eurafrica,co2,287.6320795621723
1862,CESM2-WACCM,ssp370,eurafrica,co2,287.80652792192996
1863,CESM2-WACCM,ssp370,eurafrica,co2,287.96278638765216
1864,CESM2-WACCM,ssp370,eurafrica,co2,288.1407563108951
1865,CESM2-WACCM,ssp370,eurafrica,co2,288.3172419387847
1866,CESM2-WACCM,ssp370,eurafrica,co2,288.5185240302235
1867,CESM2-WACCM,ssp370,eurafrica,co2,288.6941365431994
1868,CESM2-WACCM,ssp370,eurafrica,co2,288.8684975914657
1869,CESM2-WACCM,ssp370,eurafrica,co2,288.9901807066053
1870,CESM2-WACCM,ssp370,eurafrica,co2,289.13130518049
1871,CESM2-WACCM,ssp370,eurafrica,co2,289.2803750000894
1872,CESM2-WACCM,ssp370,eurafrica,co2,289.4183271564543
1873,CESM2-WACCM,ssp370,eurafrica,co2,289.62158830836415
1874,CESM2-WACCM,ssp370,eurafrica,co2,289.7979284171015
1875,CESM2-WACCM,ssp370,eurafrica,co2,289.9977844208479
1876,CESM2-WACCM,ssp370,eurafrica,co2,290.1970292441547
1877,CESM2-WACCM,ssp370,eurafrica,co2,290.42072128504515
1878,CESM2-WACCM,ssp370,eurafrica,co2,290.6647860072553
1879,CESM2-WACCM,ssp370,eurafrica,co2,290.92340264469385
1880,CESM2-WACCM,ssp370,eurafrica,co2,291.12116317264736
1881,CESM2-WACCM,ssp370,eurafrica,co2,291.3649950642139
1882,CESM2-WACCM,ssp370,eurafrica,co2,291.6416269727051
1883,CESM2-WACCM,ssp370,eurafrica,co2,291.9188409578055
1884,CESM2-WACCM,ssp370,eurafrica,co2,292.1233244705945
1885,CESM2-WACCM,ssp370,eurafrica,co2,292.44666802696884
1886,CESM2-WACCM,ssp370,eurafrica,co2,292.7216701209545
1887,CESM2-WACCM,ssp370,eurafrica,co2,293.0299087893218
1888,CESM2-WACCM,ssp370,eurafrica,co2,293.3208888862282
1889,CESM2-WACCM,ssp370,eurafrica,co2,293.62307395786047
1890,CESM2-WACCM,ssp370,eurafrica,co2,293.9669357147068
1891,CESM2-WACCM,ssp370,eurafrica,co2,294.3157160189003
1892,CESM2-WACCM,ssp370,eurafrica,co2,294.62692327797413
1893,CESM2-WACCM,ssp370,eurafrica,co2,294.9630725197494
1894,CESM2-WACCM,ssp370,eurafrica,co2,295.3158982563764
1895,CESM2-WACCM,ssp370,eurafrica,co2,295.6418611574918
1896,CESM2-WACCM,ssp370,eurafrica,co2,295.91561178676784
1897,CESM2-WACCM,ssp370,eurafrica,co2,296.2341532111168
1898,CESM2-WACCM,ssp370,eurafrica,co2,296.5819148812443
1899,CESM2-WACCM,ssp370,eurafrica,co2,296.916434308514
1900,CESM2-WACCM,ssp370,eurafrica,co2,297.2621296066791
1901,CESM2-WACCM,ssp370,eurafrica,co2,297.60226607322693
