year,climate_model,scenario,region,variable,value
1940,CESM2-WACCM,ssp126,america,co2,312.81469273380935
1941,CESM2-WACCM,ssp126,america,co2,313.30942874774337
1942,CESM2-WACCM,ssp126,america,co2,313.76531114801764
1943,CESM2-WACCM,ssp126,america,co2,314.106437144801
1944,CESM2-WACCM,ssp126,america,co2,314.3313806504011
1945,CESM2-WACCM,ssp126,america,co2,314.4066140521318
1946,CESM2-WACCM,ssp126,america,co2,314.52448456548154
1947,CESM2-WACCM,ssp126,america,co2,314.6173257846385
1948,CESM2-WACCM,ssp126,america,co2,314.6708768326789
1949,CESM2-WACCM,ssp126,america,co2,314.83249040320516
1950,CESM2-WACCM,ssp126,america,co2,314.98525640927255
1951,CESM2-WACCM,ssp126,america,co2,315.13351132161915
1952,CESM2-WACCM,ssp126,america,co2,315.4393343720585
1953,CESM2-WACCM,ssp126,america,co2,315.696292091161
1954,CESM2-WACCM,ssp126,america,co2,315.98893110640347
1955,CESM2-WACCM,ssp126,america,co2,316.3213259540498
1956,CESM2-WACCM,ssp126,america,co2,316.65959977544844
1957,CESM2-WACCM,ssp126,america,co2,316.9510164298117
1958,CESM2-WACCM,ssp126,america,co2,317.2760480083525
1959,CESM2-WACCM,ssp126,america,co2,317.61187710799277
1960,CESM2-WACCM,ssp126,america,co2,318.1833017151803
1961,CESM2-WACCM,ssp126,america,co2,318.78711888566613
1962,CESM2-WACCM,ssp126,america,co2,319.41052293404937
1963,CESM2-WACCM,ssp126,america,co2,320.05010871216655
1964,CESM2-WACCM,ssp126,america,co2,320.76839124783874
1965,CESM2-WACCM,ssp126,america,co2,321.27919257618487
1966,CESM2-WACCM,ssp126,america,co2,322.16537510976195
1967,CESM2-WACCM,ssp126,america,co2,322.8602872695774
1968,CESM2-WACCM,ssp126,america,co2,323.658314300701
1969,CESM2-WACCM,ssp126,america,co2,324.4654508307576
1970,CESM2-WACCM,ssp126,america,co2,325.65160654485226
1971,CESM2-WACCM,ssp126,america,co2,326.44165912643075
1972,CESM2-WACCM,ssp126,america,co2,327.8663207311183
1973,CESM2-WACCM,ssp126,america,co2,329.96779191307724
1974,CESM2-WACCM,ssp126,america,co2,331.1247273813933
1975,CESM2-WACCM,ssp126,america,co2,331.7177761346102
1976,CESM2-WACCM,ssp126,america,co2,332.60832424275577
1977,CESM2-WACCM,ssp126,america,co2,334.077631123364
1978,CESM2-WACCM,ssp126,america,co2,335.594144416973
1979,CESM2-WACCM,ssp126,america,co2,337.04342786222696
1980,CESM2-WACCM,ssp126,america,co2,338.80406408570707
1981,CESM2-WACCM,ssp126,america,co2,340.36138094961643
1982,CESM2-WACCM,ssp126,america,co2,341.39276249334216
1983,CESM2-WACCM,ssp126,america,co2,342.7838964853436
1984,CESM2-WACCM,ssp126,america,co2,344.4774483796209
1985,CESM2-WACCM,ssp126,america,co2,345.9338622633368
1986,CESM2-WACCM,ssp126,america,co2,347.33282518573105
1987,CESM2-WACCM,ssp126,america,co2,348.9387745503336
1988,CESM2-WACCM,ssp126,america,co2,351.072201738134
1989,CESM2-WACCM,ssp126,america,co2,352.9490786604583
1990,CESM2-WACCM,ssp126,america,co2,354.339717887342
1991,CESM2-WACCM,ssp126,america,co2,355.86103331297636
1992,CESM2-WACCM,ssp126,america,co2,357.04809124581516
1993,CESM2-WACCM,ssp126,america,co2,358.0836346372962
1994,CESM2-WACCM,ssp126,america,co2,359.28390570916235
1995,CESM2-WACCM,ssp126,america,co2,360.90268986299634
1996,CESM2-WACCM,ssp126,america,co2,362.51379060558975
1997,CESM2-WACCM,ssp126,america,co2,363.88079752214253
1998,CESM2-WACCM,ssp126,america,co2,365.9586363937706
1999,CESM2-WACCM,ssp126,america,co2,367.91572347283363
2000,CESM2-WACCM,ssp126,america,co2,369.4129118230194
2001,CESM2-WACCM,ssp126,america,co2,371.0676683112979
2002,CESM2-WACCM,ssp126,america,co2,372.97242670319974
2003,CESM2-WACCM,ssp126,america,co2,375.24261279031634
2004,CESM2-WACCM,ssp126,america,co2,377.01919791288674
2005,CESM2-WACCM,ssp126,america,co2,378.8830363191664
2006,CESM2-WACCM,ssp126,america,co2,380.88689325377345
2007,CESM2-WACCM,ssp126,america,co2,382.6853062491864
2008,CESM2-WACCM,ssp126,america,co2,384.7921616397798
2009,CESM2-WACCM,ssp126,america,co2,386.44985761493444
2010,CESM2-WACCM,ssp126,america,co2,388.5593614540994
2011,CESM2-WACCM,ssp126,america,co2,390.7211066689342
2012,CESM2-WACCM,ssp126,america,co2,392.8468795493245
2013,CESM2-WACCM,ssp126,america,co2,395.29631612822413
2014,CESM2-WACCM,ssp126,america,co2,397.3628336098045
2015,CESM2-WACCM,ssp126,america,co2,399.5589795522392
2016,CESM2-WACCM,ssp126,america,co2,402.5414236821234
2017,CESM2-WACCM,ssp126,america,co2,405.1249707117677
2018,CESM2-WACCM,ssp126,america,co2,407.9479549545795
2019,CESM2-WACCM,ssp126,america,co2,410.74154432862997
2020,CESM2-WACCM,ssp126,america,co2,413.48388185724616
2021,CESM2-WACCM,ssp126,america,co2,416.33282671682537
2022,CESM2-WACCM,ssp126,america,co2,419.24818651750684
2023,CESM2-WACCM,ssp126,america,co2,421.9084803480655
2024,CESM2-WACCM,ssp126,america,co2,424.6587632223964
2025,CESM2-WACCM,ssp126,america,co2,427.438149927184
2026,CESM2-WACCM,ssp126,america,co2,429.8551648389548
2027,CESM2-WACCM,ssp126,america,co2,432.33795440755785
2028,CESM2-WACCM,ssp126,america,co2,434.8541551735252
2029,CESM2-WACCM,ssp126,america,co2,437.27477896027267
2030,CESM2-WACCM,ssp126,america,co2,439.7279117256403
2031,CESM2-WACCM,ssp126,america,co2,441.90199696458876
2032,CESM2-WACCM,ssp126,america,co2,444.1806813701987
2033,CESM2-WACCM,ssp126,america,co2,446.31719356402755
2034,CESM2-WACCM,ssp126,america,co2,448.5555400606245
2035,CESM2-WACCM,ssp126,america,co2,450.55244117975235
2036,CESM2-WACCM,ssp126,america,co2,452.62303319759667
2037,CESM2-WACCM,ssp126,america,co2,454.42438567988575
2038,CESM2-WACCM,ssp126,america,co2,456.2480025924742
2039,CESM2-WACCM,ssp126,america,co2,457.94915058650076
2040,CESM2-WACCM,ssp126,america,co2,459.622242487967
2041,CESM2-WACCM,ssp126,america,co2,461.2691409420222
2042,CESM2-WACCM,ssp126,america,co2,462.6963345799595
2043,CESM2-WACCM,ssp126,america,co2,464.1112172976136
2044,CESM2-WACCM,ssp126,america,co2,465.5049124266952
2045,CESM2-WACCM,ssp126,america,co2,466.6427557822317
2046,CESM2-WACCM,ssp126,america,co2,467.8678815253079
2047,CESM2-WACCM,ssp126,america,co2,468.95514242351055
2048,CESM2-WACCM,ssp126,america,co2,470.05750820972025
2049,CESM2-WACCM,ssp126,america,co2,470.9838831331581
2050,CESM2-WACCM,ssp126,america,co2,471.93278442136943
2051,CESM2-WACCM,ssp126,america,co2,472.68980415537953
2052,CESM2-WACCM,ssp126,america,co2,473.5461843665689
2053,CESM2-WACCM,ssp126,america,co2,474.10509432666004
2054,CESM2-WACCM,ssp126,america,co2,474.72340520471334
2055,CESM2-WACCM,ssp126,america,co2,475.4040273837745
2056,CESM2-WACCM,ssp126,america,co2,475.7576098199934
2057,CESM2-WACCM,ssp126,america,co2,476.2045864481479
2058,CESM2-WACCM,ssp126,america,co2,476.7181817442179
2059,CESM2-WACCM,ssp126,america,co2,476.8776416312903
2060,CESM2-WACCM,ssp126,america,co2,477.1714156959206
2061,CESM2-WACCM,ssp126,america,co2,477.52176760695875
2062,CESM2-WACCM,ssp126,america,co2,477.51711099408567
2063,CESM2-WACCM,ssp126,america,co2,477.70209494046867
2064,CESM2-WACCM,ssp126,america,co2,477.77497093193233
2065,CESM2-WACCM,ssp126,america,co2,477.878114907071
2066,CESM2-WACCM,ssp126,america,co2,477.67258365638554
2067,CESM2-WACCM,ssp126,america,co2,477.6859132107347
2068,CESM2-WACCM,ssp126,america,co2,477.6042187586427
2069,CESM2-WACCM,ssp126,america,co2,477.5209818035364
2070,CESM2-WACCM,ssp126,america,co2,477.1974345203489
2071,CESM2-WACCM,ssp126,america,co2,477.0462401211262
2072,CESM2-WACCM,ssp126,america,co2,476.7669888678938
2073,CESM2-WACCM,ssp126,america,co2,476.29731125198305
2074,CESM2-WACCM,ssp126,america,co2,475.95991054549813
2075,CESM2-WACCM,ssp126,america,co2,475.5001573357731
2076,CESM2-WACCM,ssp126,america,co2,474.94619502685964
2077,CESM2-WACCM,ssp126,america,co2,474.4532343465835
2078,CESM2-WACCM,ssp126,america,co2,473.64330384880304
2079,CESM2-WACCM,ssp126,america,co2,472.96861885115504
2080,CESM2-WACCM,ssp126,america,co2,472.31907956302166
2081,CESM2-WACCM,ssp126,america,co2,471.34776832535863
2082,CESM2-WACCM,ssp126,america,co2,470.4375169239938
2083,CESM2-WACCM,ssp126,america,co2,469.5918469224125
2084,CESM2-WACCM,ssp126,america,co2,468.7021719291806
2085,CESM2-WACCM,ssp126,america,co2,467.67291496507823
2086,CESM2-WACCM,ssp126,america,co2,466.73999167978764
2087,CESM2-WACCM,ssp126,america,co2,465.6273522414267
2088,CESM2-WACCM,ssp126,america,co2,464.512879261747
2089,CESM2-WACCM,ssp126,america,co2,463.49645708687603
2090,CESM2-WACCM,ssp126,america,co2,462.1995030902326
2091,CESM2-WACCM,ssp126,america,co2,461.0727773979306
2092,CESM2-WACCM,ssp126,america,co2,459.90696526132524
2093,CESM2-WACCM,ssp126,america,co2,458.65430729463696
2094,CESM2-WACCM,ssp126,america,co2,457.55383325740695
2095,CESM2-WACCM,ssp126,america,co2,456.28283987753093
2096,CESM2-WACCM,ssp126,america,co2,455.27584734372795
2097,CESM2-WACCM,ssp126,america,co2,454.1658563539386
2098,CESM2-WACCM,ssp126,america,co2,453.0176520347595
2099,CESM2-WACCM,ssp126,america,co2,451.9505309872329
2100,CESM2-WACCM,ssp126,america,co2,450.86327008903027
1850,CESM2-WACCM,ssp370,america,co2,286.33736656047404
1851,CESM2-WACCM,ssp370,america,co2,286.38835647143424
1852,CESM2-WACCM,ssp370,america,co2,286.4569833036512
1853,CESM2-WACCM,ssp370,america,co2,286.57898656092584
1854,CESM2-WACCM,ssp370,america,co2,286.6966824512929
1855,CESM2-WACCM,ssp370,america,co2,286.78274247795343
1856,CESM2-WACCM,ssp370,america,co2,286.92084015347064
1857,CESM2-WACCM,ssp370,america,co2,287.0509633794427
1858,CESM2-WACCM,ssp370,america,co2,287.1722972486168
1859,CESM2-WACCM,ssp370,america,co2,287.3335324693471
1860,CESM2-WACCM,ssp370,america,co2,287.5096397474408
1861,CESM2-WACCM,ssp370,america,co2,287.6413054764271
1862,CESM2-WACCM,ssp370,america,co2,287.80970023944974
1863,CESM2-WACCM,ssp370,america,co2,287.96872356906533
1864,CESM2-WACCM,ssp370,america,co2,288.14104734919965
1865,CESM2-WACCM,ssp370,america,co2,288.32178213633597
1866,CESM2-WACCM,ssp370,america,co2,288.5189023800194
1867,CESM2-WACCM,ssp370,america,co2,288.6961156036705
1868,CESM2-WACCM,ssp370,america,co2,288.87970256619155
1869,CESM2-WACCM,ssp370,america,co2,288.99218887090683
1870,CESM2-WACCM,ssp370,america,co2,289.1377080231905
1871,CESM2-WACCM,ssp370,america,co2,289.2935590352863
1872,CESM2-WACCM,ssp370,america,co2,289.42443896085024
1873,CESM2-WACCM,ssp370,america,co2,289.6249061450362
1874,CESM2-WACCM,ssp370,america,co2,289.7990634664893
1875,CESM2-WACCM,ssp370,america,co2,290.0066028814763
1876,CESM2-WACCM,ssp370,america,co2,290.2041596826166
1877,CESM2-WACCM,ssp370,america,co2,290.4276771005243
1878,CESM2-WACCM,ssp370,america,co2,290.66577553749084
1879,CESM2-WACCM,ssp370,america,co2,290.93961347825825
1880,CESM2-WACCM,ssp370,america,co2,291.12331685610116
1881,CESM2-WACCM,ssp370,america,co2,291.36810917407274
1882,CESM2-WACCM,ssp370,america,co2,291.6533558163792
1883,CESM2-WACCM,ssp370,america,co2,291.93100635893643
1884,CESM2-WACCM,ssp370,america,co2,292.1350533142686
1885,CESM2-WACCM,ssp370,america,co2,292.4575819633901
1886,CESM2-WACCM,ssp370,america,co2,292.73523250594735
1887,CESM2-WACCM,ssp370,america,co2,293.0348564404994
1888,CESM2-WACCM,ssp370,america,co2,293.32804842852056
1889,CESM2-WACCM,ssp370,america,co2,293.639866868034
1890,CESM2-WACCM,ssp370,america,co2,293.9789555966854
1891,CESM2-WACCM,ssp370,america,co2,294.32293376885355
1892,CESM2-WACCM,ssp370,america,co2,294.6377207990736
1893,CESM2-WACCM,ssp370,america,co2,294.9753834400326
1894,CESM2-WACCM,ssp370,america,co2,295.3287912532687
1895,CESM2-WACCM,ssp370,america,co2,295.6472453661263
1896,CESM2-WACCM,ssp370,america,co2,295.9268749691546
1897,CESM2-WACCM,ssp370,america,co2,296.244426863268
1898,CESM2-WACCM,ssp370,america,co2,296.59425490535796
1899,CESM2-WACCM,ssp370,america,co2,296.923506539315
1900,CESM2-WACCM,ssp370,america,co2,297.27668152190745
1901,CESM2-WACCM,ssp370,america,co2,297.60930920019746
1902,CESM2-WACCM,ssp370,america,co2,297.9186538141221
1903,CESM2-WACCM,ssp370,america,co2,298.24176453985274
1904,CESM2-WACCM,ssp370,america,co2,298.61164512112737
1905,CESM2-WACCM,ssp370,america,co2,298.9090862683952
1906,CESM2-WACCM,ssp370,america,co2,299.2769586853683
1907,CESM2-WACCM,ssp370,america,co2,299.68819580972195
1908,CESM2-WACCM,ssp370,america,co2,300.03482243046165
1909,CESM2-WACCM,ssp370,america,co2,300.43849255889654
1910,CESM2-WACCM,ssp370,america,co2,300.87982304394245
1911,CESM2-WACCM,ssp370,america,co2,301.3232781086117
1912,CESM2-WACCM,ssp370,america,co2,301.8127754330635
1913,CESM2-WACCM,ssp370,america,co2,302.3091412615031
1914,CESM2-WACCM,ssp370,america,co2,302.77686892077327
1915,CESM2-WACCM,ssp370,america,co2,303.26415435411036
1916,CESM2-WACCM,ssp370,america,co2,303.83295961655676
1917,CESM2-WACCM,ssp370,america,co2,304.37237001024187
1918,CESM2-WACCM,ssp370,america,co2,304.87996991723776
1919,CESM2-WACCM,ssp370,america,co2,305.26527552865446
1920,CESM2-WACCM,ssp370,america,co2,305.74225820600986
1921,CESM2-WACCM,ssp370,america,co2,306.1643219552934
1922,CESM2-WACCM,ssp370,america,co2,306.5620257984847
1923,CESM2-WACCM,ssp370,america,co2,306.88612605445087
1924,CESM2-WACCM,ssp370,america,co2,307.3255647905171
1925,CESM2-WACCM,ssp370,america,co2,307.5843851547688
1926,CESM2-WACCM,ssp370,america,co2,307.79134249314666
1927,CESM2-WACCM,ssp370,america,co2,308.03732806816697
1928,CESM2-WACCM,ssp370,america,co2,308.2684415858239
1929,CESM2-WACCM,ssp370,america,co2,308.4288618993014
1930,CESM2-WACCM,ssp370,america,co2,308.5757198277861
1931,CESM2-WACCM,ssp370,america,co2,308.8341327384114
1932,CESM2-WACCM,ssp370,america,co2,309.03646256774664
1933,CESM2-WACCM,ssp370,america,co2,309.2952829319984
1934,CESM2-WACCM,ssp370,america,co2,309.6010477747768
1935,CESM2-WACCM,ssp370,america,co2,309.9826571997255
1936,CESM2-WACCM,ssp370,america,co2,310.6280928477645
1937,CESM2-WACCM,ssp370,america,co2,311.1825499217957
1938,CESM2-WACCM,ssp370,america,co2,311.74515606835485
1939,CESM2-WACCM,ssp370,america,co2,312.2983907815069
1940,CESM2-WACCM,ssp370,america,co2,312.81469273380935
1941,CESM2-WACCM,ssp370,america,co2,313.30942874774337
1942,CESM2-WACCM,ssp370,america,co2,313.76531114801764
1943,CESM2-WACCM,ssp370,america,co2,314.106437144801
1944,CESM2-WACCM,ssp370,america,co2,314.3313806504011
1945,CESM2-WACCM,ssp370,america,co2,314.4066140521318
1946,CESM2-WACCM,ssp370,america,co2,314.52448456548154
1947,CESM2-WACCM,ssp370,america,co2,314.6173257846385
1948,CESM2-WACCM,ssp370,america,co2,314.6708768326789
1949,CESM2-WACCM,ssp370,america,co2,314.83249040320516
1950,CESM2-WACCM,ssp370,america,co2,314.98525640927255
1951,CESM2-WACCM,ssp370,america,co2,315.13351132161915
1952,CESM2-WACCM,ssp370,america,co2,315.4393343720585
1953,CESM2-WACCM,ssp370,america,co2,315.696292091161
1954,CESM2-WACCM,ssp370,america,co2,315.98893110640347
1955,CESM2-WACCM,ssp370,america,co2,316.3213259540498
1956,CESM2-WACCM,ssp370,america,co2,316.65959977544844
1957,CESM2-WACCM,ssp370,america,co2,316.9510164298117
1958,CESM2-WACCM,ssp370,america,co2,317.2760480083525
1959,CESM2-WACCM,ssp370,america,co2,317.61187710799277
1960,CESM2-WACCM,ssp370,america,co2,318.1833017151803
1961,CESM2-WACCM,ssp370,america,co2,318.78711888566613
1962,CESM2-WACCM,ssp370,america,co2,319.41052293404937
1963,CESM2-WACCM,ssp370,america,co2,320.05010871216655
1964,CESM2-WACCM,ssp370,america,co2,320.76839124783874
1965,CESM2-WACCM,ssp370,america,co2,321.27919257618487
1966,CESM2-WACCM,ssp370,america,co2,322.16537510976195
1967,CESM2-WACCM,ssp370,america,co2,322.8602872695774
1968,CESM2-WACCM,ssp370,america,co2,323.658314300701
1969,CESM2-WACCM,ssp370,america,co2,324.4654508307576
1970,CESM2-WACCM,ssp370,america,co2,325.65160654485226
1971,CESM2-WACCM,ssp370,america,co2,326.44165912643075
1972,CESM2-WACCM,ssp370,america,co2,327.8663207311183
1973,CESM2-WACCM,ssp370,america,co2,329.96779191307724
1974,CESM2-WACCM,ssp370,america,co2,331.1247273813933
1975,CESM2-WACCM,ssp370,america,co2,331.7177761346102
1976,CESM2-WACCM,ssp370,america,co2,332.60832424275577
1977,CESM2-WACCM,ssp370,america,co2,334.077631123364
1978,CESM2-WACCM,ssp370,america,co2,335.594144416973
1979,CESM2-WACCM,ssp370,america,co2,337.04342786222696
1980,CESM2-WACCM,ssp370,america,co2,338.80406408570707
1981,CESM2-WACCM,ssp370,america,co2,340.36138094961643
1982,CESM2-WACCM,ssp370,america,co2,341.39276249334216
1983,CESM2-WACCM,ssp370,america,co2,342.7838964853436
1984,CESM2-WACCM,ssp370,america,co2,344.4774483796209
1985,CESM2-WACCM,ssp370,america,co2,345.9338622633368
1986,CESM2-WACCM,ssp370,america,co2,347.33282518573105
1987,CESM2-WACCM,ssp370,america,co2,348.9387745503336
1988,CESM2-WACCM,ssp370,america,co2,351.072201738134
1989,CESM2-WACCM,ssp370,america,co2,352.9490786604583
1990,CESM2-WACCM,ssp370,america,co2,354.339717887342
1991,CESM2-WACCM,ssp370,america,co2,355.86103331297636
1992,CESM2-WACCM,ssp370,america,co2,357.04809124581516
1993,CESM2-WACCM,ssp370,america,co2,358.0836346372962
1994,CESM2-WACCM,ssp370,america,co2,359.28390570916235
1995,CESM2-WACCM,ssp370,america,co2,360.90268986299634
1996,CESM2-WACCM,ssp370,america,co2,362.51379060558975
1997,CESM2-WACCM,ssp370,america,co2,363.88079752214253
1998,CESM2-WACCM,ssp370,america,co2,365.9586363937706
1999,CESM2-WACCM,ssp370,america,co2,367.91572347283363
2000,CESM2-WACCM,ssp370,america,co2,369.4129118230194
2001,CESM2-WACCM,ssp370,america,co2,371.0676683112979
2002,CESM2-WACCM,ssp370,america,co2,372.97242670319974
2003,CESM2-WACCM,ssp370,america,co2,375.24261279031634
2004,CESM2-WACCM,ssp370,america,co2,377.01919791288674
2005,CESM2-WACCM,ssp370,america,co2,378.8830363191664
2006,CESM2-WACCM,ssp370,america,co2,380.88689325377345
2007,CESM2-WACCM,ssp370,america,co2,382.6853062491864
2008,CESM2-WACCM,ssp370,america,co2,384.7921616397798
2009,CESM2-WACCM,ssp370,america,co2,386.44985761493444
2010,CESM2-WACCM,ssp370,america,co2,388.5593614540994
2011,CESM2-WACCM,ssp370,america,co2,390.7211066689342
2012,CESM2-WACCM,ssp370,america,co2,392.8468795493245
2013,CESM2-WACCM,ssp370,america,co2,395.29631612822413
2014,CESM2-WACCM,ssp370,america,co2,397.3628336098045
2015,CESM2-WACCM,ssp370,america,co2,398.16275238990784
2016,CESM2-WACCM,ssp370,america,co2,400.46204230748117
2017,CESM2-WACCM,ssp370,america,co2,402.78772939927876
2018,CESM2-WACCM,ssp370,america,co2,405.293918447569
2019,CESM2-WACCM,ssp370,america,co2,408.0767394043505
2020,CESM2-WACCM,ssp370,america,co2,410.96980567090213
2021,CESM2-WACCM,ssp370,america,co2,413.9851953368634
2022,CESM2-WACCM,ssp370,america,co2,417.1798937022686
2023,CESM2-WACCM,ssp370,america,co2,420.5252043902874
2024,CESM2-WACCM,ssp370,america,co2,423.88751171529293
2025,CESM2-WACCM,ssp370,america,co2,427.3277008906007
2026,CESM2-WACCM,ssp370,america,co2,430.8235947974026
2027,CESM2-WACCM,ssp370,america,co2,434.43217873573303
2028,CESM2-WACCM,ssp370,america,co2,438.12746298499405
2029,CESM2-WACCM,ssp370,america,co2,441.85304432176054
2030,CESM2-WACCM,ssp370,america,co2,445.6071474123746
2031,CESM2-WACCM,ssp370,america,co2,449.4994936976582
2032,CESM2-WACCM,ssp370,america,co2,453.442451544106
2033,CESM2-WACCM,ssp370,america,co2,457.3594487737864
2034,CESM2-WACCM,ssp370,america,co2,461.3020864780992
2035,CESM2-WACCM,ssp370,america,co2,465.3089854400605
2036,CESM2-WACCM,ssp370,america,co2,469.39298044890165
2037,CESM2-WACCM,ssp370,america,co2,473.67854858748615
2038,CESM2-WACCM,ssp370,america,co2,478.0636227224022
2039,CESM2-WACCM,ssp370,america,co2,482.45556536130607
2040,CESM2-WACCM,ssp370,america,co2,486.88281094655395
2041,CESM2-WACCM,ssp370,america,co2,491.4493765681982
2042,CESM2-WACCM,ssp370,america,co2,495.93299627304077
2043,CESM2-WACCM,ssp370,america,co2,500.48273988068104
2044,CESM2-WACCM,ssp370,america,co2,505.08358981460333
2045,CESM2-WACCM,ssp370,america,co2,509.691599290818
2046,CESM2-WACCM,ssp370,america,co2,514.3682355992496
2047,CESM2-WACCM,ssp370,america,co2,519.0867814235389
2048,CESM2-WACCM,ssp370,america,co2,523.7686564214528
2049,CESM2-WACCM,ssp370,america,co2,528.6624073050916
